Gaussian Function_0_0,x + tan(x),tensor(0.1107),-63.52581094175406
Gaussian Function_26_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58504ee0>>
Gaussian Function_26_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40c24c0>>
Gaussian Function_26_119,x*(x + cos(x) - 2),tensor(0.1663),-24.12437262841613
Gaussian Function_26_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2605b9a0>>
Gaussian Function_26_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c93d0>>
Gaussian Function_26_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9d90>>
Gaussian Function_26_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c90d0>>
Gaussian Function_26_124,x,tensor(0.1670),-23.8678185008185
Gaussian Function_26_125,cos(2*x + 5),tensor(0.1643),-24.870337124940814
Gaussian Function_26_126,asinh(3*x + 2),tensor(0.1677),-23.638459662289417
Gaussian Function_26_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580b9a90>>
Gaussian Function_27_0,3*x**6/2,tensor(0.2146),-12.396240217261045
Gaussian Function_27_1,3*x + cos(x),tensor(0.1012),-77.80222302913523
Gaussian Function_27_2,tanh(x + 2),tensor(0.4279),-0.7873455082448746
Gaussian Function_27_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585904c0>>
Gaussian Function_27_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06223490>>
Gaussian Function_27_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5839edf0>>
Gaussian Function_27_6,x*(x + 1)**2,tensor(0.1448),-33.89918814037795
Gaussian Function_27_7,cos(x + 4),tensor(0.1250),-48.02799567925915
Gaussian Function_27_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c4af0>>
Gaussian Function_27_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641267c0>>
Gaussian Function_27_10,x**3/16,tensor(0.2079),-13.507858645339827
Gaussian Function_27_11,x*(x + 5),tensor(0.0619),-228.59976529467005
Gaussian Function_27_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5838b550>>
Gaussian Function_27_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06235d00>>
Gaussian Function_27_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1f70>>
Gaussian Function_27_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4050b50>>
Gaussian Function_27_16,tan(x)/2,tensor(0.1860),-18.14621997758623
Gaussian Function_27_17,sin(x)**3,tensor(0.1957),-15.891291553654735
Gaussian Function_27_18,x**4*exp(3),tensor(0.0296),-1076.1322605928267
Gaussian Function_27_19,x*tan(9),tensor(0.2023),-14.544516734429072
Gaussian Function_27_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585bd730>>
Gaussian Function_27_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360c10>>
Gaussian Function_27_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26763fd0>>
Gaussian Function_27_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26763580>>
Gaussian Function_27_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813eb20>>
Gaussian Function_27_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813e340>>
Gaussian Function_27_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813ec70>>
Gaussian Function_27_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813e880>>
Gaussian Function_27_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84109250>>
Gaussian Function_27_29,x**3 + 2*x,tensor(0.1010),-78.27381396567714
Gaussian Function_27_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5841ecd0>>
Gaussian Function_27_31,x**2*(3*x + 4),tensor(0.1004),-79.22388473512929
Gaussian Function_27_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a3e20>>
Gaussian Function_27_33,6*x**2,tensor(0.0762),-145.87766865094972
Gaussian Function_27_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803b340>>
Gaussian Function_27_35,2*x - sinh(x),tensor(0.1727),-21.960238978223856
Gaussian Function_27_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2605b2b0>>
Gaussian Function_27_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5340>>
Gaussian Function_27_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2627d130>>
Gaussian Function_27_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582dd3d0>>
Gaussian Function_27_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275eb0>>
Gaussian Function_27_41,x - log(cos(x)),tensor(0.1830),-18.92209542729455
Gaussian Function_27_42,x**2 + x*cos(1),tensor(0.2233),-11.093180479816363
Gaussian Function_27_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06066a90>>
Gaussian Function_27_44,tan(x)**2,tensor(0.1956),-15.921198999484844
Gaussian Function_27_45,(x - 1)*exp(x),tensor(0.1116),-62.381105632433524
Gaussian Function_27_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40c29a0>>
Gaussian Function_27_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa310>>
Gaussian Function_27_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa040>>
Gaussian Function_27_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa970>>
Gaussian Function_27_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa430>>
Gaussian Function_27_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aad00>>
Gaussian Function_27_52,sin(x + 2),tensor(0.4470),-0.5311085455100879
Gaussian Function_27_53,cos(3*x),tensor(0.1841),-18.64174026355626
Gaussian Function_27_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06066eb0>>
Gaussian Function_27_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e17f280>>
Gaussian Function_27_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e17f7c0>>
Gaussian Function_27_57,x - exp(x) + sin(x),tensor(0.0899),-101.42321830603035
Gaussian Function_27_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e14c4c0>>
Gaussian Function_27_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e14c790>>
Gaussian Function_27_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2605bf40>>
Gaussian Function_27_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2605b550>>
Gaussian Function_27_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406aac0>>
Gaussian Function_27_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a460>>
Gaussian Function_27_64,x**2*(2*x - 2),tensor(0.1013),-77.69299259237215
Gaussian Function_27_65,-atan(2*x),tensor(0.1583),-27.264896874470434
Gaussian Function_27_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41f4cd0>>
Gaussian Function_27_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58073e50>>
Gaussian Function_27_68,cos(x),tensor(0.6273),0.6469628934551395
Gaussian Function_27_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ed850>>
Gaussian Function_27_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9fd0>>
Gaussian Function_27_71,sqrt(2)*Abs(x),tensor(0.2492),-8.072995489606994
Gaussian Function_27_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40b95e0>>
Gaussian Function_27_73,2*x + acos(x),tensor(0.1747),-21.310769075497348
Gaussian Function_27_74,x - cos(2*x),tensor(0.1198),-53.01665633689137
Gaussian Function_27_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5857fbb0>>
Gaussian Function_27_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5857fca0>>
Gaussian Function_27_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5857fe20>>
Gaussian Function_27_78,x**5 + x + 1,tensor(0.1849),-18.440098918649074
Gaussian Function_27_79,2*x + cos(x) + 8,tensor(0.0241),-1631.9496815326727
Gaussian Function_27_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841a9520>>
Gaussian Function_27_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b8160>>
Gaussian Function_27_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06223970>>
Gaussian Function_27_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4131ac0>>
Gaussian Function_27_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4131b20>>
Gaussian Function_27_85,2*x**2*(x + 2) + x,tensor(0.0955),-88.74269087946247
Gaussian Function_27_86,2*x**3/3 + x**2,tensor(0.2304),-10.156187179214337
Gaussian Function_27_87,1 - sin(x),tensor(0.2289),-10.342482978693031
Gaussian Function_27_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f062234c0>>
Gaussian Function_27_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58320220>>
Gaussian Function_27_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc417e790>>
Gaussian Function_27_91,x*(x + exp(x**2)),tensor(0.1337),-40.956950935911486
Gaussian Function_27_92,x*(2*x + 3),tensor(0.0961),-87.39114935427286
Gaussian Function_27_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360880>>
Gaussian Function_27_94,(x**3 + x)**4,tensor(0.0515),-338.7169032482807
Gaussian Function_27_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840e6e80>>
Gaussian Function_27_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41686d0>>
Gaussian Function_27_97,-x**2 + x,tensor(0.1333),-41.26210397865694
Gaussian Function_27_98,x*exp(x + 2),tensor(0.0306),-1002.3048568218874
Gaussian Function_27_99,4*x**3 + x,tensor(0.0800),-131.33621025226157
Gaussian Function_27_100,-x - cos(x),tensor(0.1071),-68.44908625162378
Gaussian Function_27_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe417cdf0>>
Gaussian Function_27_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4040d90>>
Gaussian Function_27_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06235eb0>>
Gaussian Function_27_104,x**2 + x + exp(x),tensor(0.1170),-55.96868930059604
Gaussian Function_27_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360eb0>>
Gaussian Function_27_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1e8c40>>
Gaussian Function_27_107,atan(x),tensor(0.1749),-21.26429221780677
Gaussian Function_27_108,x**3 - x,tensor(0.2008),-14.84117493870837
Gaussian Function_27_109,x + cosh(x),tensor(0.2064),-13.786720090340383
Gaussian Function_27_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dc040>>
Gaussian Function_27_111,x*(x + asinh(x)),tensor(0.2075),-13.579837268967783
Gaussian Function_27_112,18*x**4,tensor(0.0330),-856.8288411359576
Gaussian Function_27_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580734f0>>
Gaussian Function_27_114,x/sin(x),tensor(0.3233),-3.3825026005185377
Gaussian Function_27_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275a60>>
Gaussian Function_27_116,x**2*cos(4),tensor(0.1717),-22.284547551874386
Gaussian Function_27_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a400>>
Gaussian Function_27_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403e460>>
Gaussian Function_27_119,x + 1/4,tensor(0.1975),-15.509315085900333
Gaussian Function_27_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850ebe0>>
Gaussian Function_27_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa100>>
Gaussian Function_27_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265a0700>>
Gaussian Function_27_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265a0e50>>
Gaussian Function_27_124,sinh(x**2)/12,tensor(0.2134),-12.586758895883383
Gaussian Function_27_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40c27f0>>
Gaussian Function_27_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846f070>>
Gaussian Function_27_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fce50>>
Gaussian Function_28_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58590910>>
Gaussian Function_28_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58590e20>>
Gaussian Function_28_2,-x - tanh(x),tensor(0.1340),-40.7721827312983
Gaussian Function_28_3,x - tan(1),tensor(0.0761),-146.5643673290329
Gaussian Function_28_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e14c040>>
Gaussian Function_28_5,2*tan(x)**2,tensor(0.1178),-55.06539353725468
Gaussian Function_28_6,x*acosh(4),tensor(0.1184),-54.45817265802185
Gaussian Function_28_7,x*log(2*x) - x,tensor(0.),0
Gaussian Function_28_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1160>>
Gaussian Function_28_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5857fa90>>
Gaussian Function_28_10,log(cos(x)) - 1,tensor(0.0937),-92.58100614985976
Gaussian Function_28_11,2*x*log(2),tensor(0.1470),-32.6563607336948
Gaussian Function_28_12,-cos(x),tensor(0.1110),-63.173883815155406
Gaussian Function_28_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404ba60>>
Gaussian Function_28_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b89a0>>
Gaussian Function_28_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b81f0>>
Gaussian Function_28_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e057370>>
Gaussian Function_28_17,x,tensor(0.1670),-23.8678185008185
Gaussian Function_28_18,x*(x**2 + 1),tensor(0.1360),-39.36478608929499
Gaussian Function_28_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2676d6a0>>
Gaussian Function_28_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841a9130>>
Gaussian Function_28_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40c2580>>
Gaussian Function_28_22,x*(x**4 + x),tensor(0.2261),-10.7195729986553
Gaussian Function_28_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585f1040>>
Gaussian Function_28_24,x**2/(x + 1),tensor(0.0205),-2273.3052866683774
Gaussian Function_28_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5839e9d0>>
Gaussian Function_28_26,sin(3*x),tensor(0.1562),-28.186347772169707
Gaussian Function_28_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652aa30>>
Gaussian Function_28_28,x + tan(x + 5),tensor(0.0022),-215035.37781429026
Gaussian Function_28_29,2*x*(x**3 + x),tensor(0.1274),-45.90196908434129
Gaussian Function_28_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5841e640>>
Gaussian Function_28_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416ec10>>
Gaussian Function_28_32,0,tensor(0.),0
Gaussian Function_28_33,3*x**2*exp(x),tensor(0.0930),-94.13590140663327
Gaussian Function_28_34,25*x**2,tensor(0.0176),-3108.194130146435
Gaussian Function_28_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64073610>>
