Gaussian Function_0_0,x + tan(x),tensor(0.1150),-58.27104947249592
Gaussian Function_26_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1462e0>>
Gaussian Function_26_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699836e6d0>>
Gaussian Function_26_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699836e5e0>>
Gaussian Function_26_124,2*x*cos(x + 4),tensor(0.1899),-17.186709765267192
Gaussian Function_26_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156fd0>>
Gaussian Function_26_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f5bb0>>
Gaussian Function_26_127,x*cos(2),tensor(0.2018),-14.642938603413066
Gaussian Function_27_0,4*x**5/5,tensor(0.2001),-14.985681521832987
Gaussian Function_27_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692803cd00>>
Gaussian Function_27_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc48a7c0>>
Gaussian Function_27_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692808edc0>>
Gaussian Function_27_4,x - exp(x) + sin(x),tensor(0.0922),-95.89583363524687
Gaussian Function_27_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280ee070>>
Gaussian Function_27_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930143700>>
Gaussian Function_27_7,x + sin(x + 5),tensor(0.1032),-74.58375869465252
Gaussian Function_27_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01566a0>>
Gaussian Function_27_9,2*x**2*sin(3),tensor(0.2229),-11.155503587531678
Gaussian Function_27_10,x + sin(x) + 1,tensor(0.1502),-30.992230045397278
Gaussian Function_27_11,-x**4 + x,tensor(0.1513),-30.46142896263375
Gaussian Function_27_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156820>>
Gaussian Function_27_13,cos(x),tensor(0.6350),0.6695482559695864
Gaussian Function_27_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc698fa0>>
Gaussian Function_27_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc698130>>
Gaussian Function_27_16,3/sqrt(x),tensor(0.),0
Gaussian Function_27_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930102610>>
Gaussian Function_27_18,x**2*sin(1),tensor(0.2398),-9.050001475388676
Gaussian Function_27_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81d8d60>>
Gaussian Function_27_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281293a0>>
Gaussian Function_27_21,2*x + log(x**2),tensor(0.0523),-327.00482529933123
Gaussian Function_27_22,x + cos(2),tensor(0.1324),-41.94307139662405
Gaussian Function_27_23,2*x + 2/x,tensor(0.0038),-67222.70052674491
Gaussian Function_27_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221490>>
Gaussian Function_27_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221ca0>>
Gaussian Function_27_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221e20>>
Gaussian Function_27_27,x**2 + sin(x + 3),tensor(0.2085),-13.413098312410739
Gaussian Function_27_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e00c9700>>
Gaussian Function_27_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc032520>>
Gaussian Function_27_30,2*x + sin(x),tensor(0.0973),-85.14147181631984
Gaussian Function_27_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc48e3a0>>
Gaussian Function_27_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901942b0>>
Gaussian Function_27_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc09c370>>
Gaussian Function_27_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f804d790>>
Gaussian Function_27_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990194f10>>
Gaussian Function_27_36,-sin(2*x),tensor(0.1578),-27.477762767011747
Gaussian Function_27_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0017280>>
Gaussian Function_27_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013fe20>>
Gaussian Function_27_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998237c40>>
Gaussian Function_27_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998237ca0>>
Gaussian Function_27_41,x**2*(x + 1) + x,tensor(0.1506),-30.8278628037147
Gaussian Function_27_42,4*x*log(x) + x,tensor(0.),0
Gaussian Function_27_43,x + acos(x),tensor(0.1893),-17.330554191277194
Gaussian Function_27_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f802cee0>>
Gaussian Function_27_45,x*(-x - 1),tensor(0.1427),-35.088566185656305
Gaussian Function_27_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982b44f0>>
Gaussian Function_27_47,x**2 + sin(x),tensor(0.1963),-15.762306599236105
Gaussian Function_27_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692817ca60>>
Gaussian Function_27_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc195730>>
Gaussian Function_27_50,x,tensor(0.1717),-22.259999443477064
Gaussian Function_27_51,4*x**2 + 2*x,tensor(0.0969),-85.8336854275897
Gaussian Function_27_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016fca0>>
Gaussian Function_27_53,x + sin(x + 3),tensor(0.2363),-9.444423344255112
Gaussian Function_27_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc195790>>
Gaussian Function_27_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e002c640>>
Gaussian Function_27_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cb76a0>>
Gaussian Function_27_57,sin(x + 1),tensor(0.4039),-1.1774675597542572
Gaussian Function_27_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f438b0>>
Gaussian Function_27_59,Abs(x),tensor(0.2712),-6.224482536566348
Gaussian Function_27_60,x/(x + 1),tensor(0.0241),-1641.7017818873182
Gaussian Function_27_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8065d00>>
Gaussian Function_27_62,sqrt(x) + sin(x),tensor(0.),0
Gaussian Function_27_63,x + cosh(x),tensor(0.2027),-14.467881505085748
Gaussian Function_27_64,x*atan(x),tensor(0.2427),-8.735585495909332
Gaussian Function_27_65,x + asinh(x**2),tensor(0.1904),-17.080959731848413
Gaussian Function_27_66,x/(x + 4),tensor(0.2013),-14.750508611304225
Gaussian Function_27_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc09c730>>
Gaussian Function_27_68,x*(x + 9) + x,tensor(0.0333),-841.5739529403623
Gaussian Function_27_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901948e0>>
Gaussian Function_27_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6984f0>>
Gaussian Function_27_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f804dd30>>
Gaussian Function_27_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d3e80>>
Gaussian Function_27_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d3880>>
Gaussian Function_27_74,3*x**2,tensor(0.1513),-30.441583714155044
Gaussian Function_27_75,x*(x + log(x)) + x,tensor(0.),0
Gaussian Function_27_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990075910>>
Gaussian Function_27_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d3430>>
Gaussian Function_27_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1ce7f0>>
Gaussian Function_27_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1ced90>>
Gaussian Function_27_80,-2*x + exp(x),tensor(0.2038),-14.258952499151901
Gaussian Function_27_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140370>>
Gaussian Function_27_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140c40>>
Gaussian Function_27_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281405b0>>
Gaussian Function_27_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140e50>>
Gaussian Function_27_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140eb0>>
Gaussian Function_27_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998077a60>>
Gaussian Function_27_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980776d0>>
Gaussian Function_27_88,2*x**2 - x,tensor(0.1675),-23.715837859713798
Gaussian Function_27_89,x**4/4 + x,tensor(0.1755),-21.06784873738179
Gaussian Function_27_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930143040>>
Gaussian Function_27_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1ce0a0>>
Gaussian Function_27_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900755b0>>
Gaussian Function_27_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990075400>>
Gaussian Function_27_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301878b0>>
Gaussian Function_27_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301877c0>>
Gaussian Function_27_96,log(x)**2,tensor(0.),0
Gaussian Function_27_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc73d5e0>>
Gaussian Function_27_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01562b0>>
Gaussian Function_27_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156430>>
Gaussian Function_27_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156f70>>
Gaussian Function_27_101,x + cos(x) + 5,tensor(0.0381),-636.5237764121736
Gaussian Function_27_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc09c6d0>>
Gaussian Function_27_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990194f40>>
Gaussian Function_27_104,x,tensor(0.1717),-22.259999443477064
Gaussian Function_27_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f804d040>>
Gaussian Function_27_106,cos(3*x),tensor(0.1891),-17.39407758496841
Gaussian Function_27_107,3*x,tensor(0.0949),-89.95670069916945
Gaussian Function_27_108,x**5 + x + 5,tensor(0.0448),-454.361985325316
Gaussian Function_27_109,x**2 + 3*x,tensor(0.0980),-83.77948524891528
Gaussian Function_27_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900fd0d0>>
Gaussian Function_27_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900fda90>>
Gaussian Function_27_112,exp(x + 3),tensor(0.0077),-16692.251184139564
Gaussian Function_27_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013f370>>
Gaussian Function_27_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281388b0>>
Gaussian Function_27_115,-cos(x)/2,tensor(0.1452),-33.65658771189835
Gaussian Function_27_116,x*(x + sin(x)),tensor(0.2092),-13.295258404236458
Gaussian Function_27_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e00174f0>>
Gaussian Function_27_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998237c70>>
Gaussian Function_27_119,x**3 + x*log(x) - 3*x,tensor(0.),0
Gaussian Function_27_120,x - exp(x),tensor(0.0953),-89.02963093691605
Gaussian Function_27_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281f5bb0>>
Gaussian Function_27_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8065790>>
Gaussian Function_27_123,tanh(x)**2,tensor(0.2426),-8.742353932336215
Gaussian Function_27_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8065850>>
Gaussian Function_27_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8065970>>
Gaussian Function_27_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc14b4c0>>
Gaussian Function_27_127,2*x**3/9,tensor(0.2071),-13.659387476287238
Gaussian Function_28_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0017250>>
Gaussian Function_28_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0017d90>>
Gaussian Function_28_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cdb820>>
Gaussian Function_28_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1954c0>>
Gaussian Function_28_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0017f40>>
Gaussian Function_28_5,-2*cos(2*x),tensor(0.0935),-93.04638789439569
Gaussian Function_28_6,x*(x + cos(x)),tensor(0.2088),-13.357939148001421
Gaussian Function_28_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b0d90>>
Gaussian Function_28_8,x/3,tensor(0.2025),-14.51015154868019
Gaussian Function_28_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900eeac0>>
Gaussian Function_28_10,x**3/3,tensor(0.2057),-13.914824604550738
Gaussian Function_28_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5507f0>>
Gaussian Function_28_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699822ddc0>>
Gaussian Function_28_13,32*x**2 - 2*x,tensor(0.0140),-4935.060534825344
Gaussian Function_28_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156310>>
Gaussian Function_28_15,2*x - log(cos(x)),tensor(0.1303),-43.53457835682461
Gaussian Function_28_16,x + 4*cos(x),tensor(0.0702),-174.48492245596657
Gaussian Function_28_17,tan(1),tensor(0.),0
Gaussian Function_28_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980b3df0>>
Gaussian Function_28_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc07fe50>>
Gaussian Function_28_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580fc460>>
Gaussian Function_28_21,x**2*acos(2),tensor(0.),0
Gaussian Function_28_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998225490>>
Gaussian Function_28_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69f00ab790>>
Gaussian Function_28_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80d2820>>
Gaussian Function_28_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cc490>>
Gaussian Function_28_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cca90>>
Gaussian Function_28_27,x**2*tan(1),tensor(0.2244),-10.948241497640568
Gaussian Function_28_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc2211f0>>
Gaussian Function_28_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221b50>>
Gaussian Function_28_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221370>>
Gaussian Function_28_31,x**2*tan(2),tensor(0.1152),-58.01858938167126
Gaussian Function_28_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982378b0>>
