 Nguyen-5'_0_0,x + sinh(x),tensor(0.0720),-164.92207476116118
 Nguyen-5'_7_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da2b0>>
 Nguyen-5'_7_119,sinh(x),tensor(0.0812),-127.20376320129606
 Nguyen-5'_7_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7520>>
 Nguyen-5'_7_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a72e0>>
 Nguyen-5'_7_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b3be0>>
 Nguyen-5'_7_123,(x + 2)/x,tensor(0.0031),-100783.31478725228
 Nguyen-5'_7_124,x**13 + 3*x,tensor(0.0611),-234.80232441909956
 Nguyen-5'_7_125,x*(x + cos(x)),tensor(0.0716),-167.01260297608232
 Nguyen-5'_7_126,x + sin(x) + 4,tensor(0.0275),-1245.9876998740622
 Nguyen-5'_7_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc13a070>>
 Nguyen-5'_8_0,2*asin(x),tensor(0.0694),-178.69689861025844
 Nguyen-5'_8_1,x/(x + 2),tensor(0.0880),-106.42681204010987
 Nguyen-5'_8_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b5b80>>
 Nguyen-5'_8_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156fa0>>
 Nguyen-5'_8_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156a60>>
 Nguyen-5'_8_5,x**3 + 2*x,tensor(0.0669),-193.82836758691036
 Nguyen-5'_8_6,x*acos(x),tensor(0.0877),-107.09015362672439
 Nguyen-5'_8_7,x**2/2,tensor(0.0785),-136.70889782841186
 Nguyen-5'_8_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0746d0>>
 Nguyen-5'_8_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c172370>>
 Nguyen-5'_8_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1096a0>>
 Nguyen-5'_8_11,x*(x + atan(x))**2,tensor(0.0713),-168.74627404253866
 Nguyen-5'_8_12,1/3,tensor(0.),0
 Nguyen-5'_8_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0be7f0>>
 Nguyen-5'_8_14,3*x,tensor(0.0630),-219.8594266531716
 Nguyen-5'_8_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d55b0>>
 Nguyen-5'_8_16,log(x)**3,tensor(0.),0
 Nguyen-5'_8_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c061c70>>
 Nguyen-5'_8_18,x*sin(x + 5),tensor(0.0795),-133.12455520157982
 Nguyen-5'_8_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c09ca30>>
 Nguyen-5'_8_20,x**3*(x + tan(x)),tensor(0.0668),-194.30652209246006
 Nguyen-5'_8_21,x*(x + E),tensor(0.0598),-246.16861622147889
 Nguyen-5'_8_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7970>>
 Nguyen-5'_8_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c24e040>>
 Nguyen-5'_8_24,3*sqrt(x) + 5*x*acosh(x),tensor(0.),0
 Nguyen-5'_8_25,2*x*acos(x),tensor(0.0680),-187.11419175483337
 Nguyen-5'_8_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06ad90>>
 Nguyen-5'_8_27,-sqrt(2)*sqrt(x),tensor(0.),0
 Nguyen-5'_8_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da700>>
 Nguyen-5'_8_29,3*x - cos(x),tensor(0.0779),-139.22621478894632
 Nguyen-5'_8_30,x*(x**3 + x),tensor(0.0657),-201.38426539558523
 Nguyen-5'_8_31,x*(3*x - 1),tensor(0.0527),-321.60795756623304
 Nguyen-5'_8_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc051400>>
 Nguyen-5'_8_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7220>>
 Nguyen-5'_8_34,2 - x**2,tensor(0.0456),-436.2015292120661
 Nguyen-5'_8_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc08e7f0>>
 Nguyen-5'_8_36,-sin(x) - cos(x),tensor(0.1321),-42.19417780541732
 Nguyen-5'_8_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aa580>>
 Nguyen-5'_8_38,sqrt(x) + 5/2,tensor(0.),0
 Nguyen-5'_8_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0744f0>>
 Nguyen-5'_8_40,x**8/8,tensor(0.0846),-116.13866458700802
 Nguyen-5'_8_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9400>>
 Nguyen-5'_8_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da880>>
 Nguyen-5'_8_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c074c70>>
 Nguyen-5'_8_44,4*x**(5/2),tensor(0.),0
 Nguyen-5'_8_45,x**2*(x**2 + 1),tensor(0.0657),-201.38426539558523
 Nguyen-5'_8_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2e0640>>
 Nguyen-5'_8_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b3d00>>
 Nguyen-5'_8_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b3e80>>
 Nguyen-5'_8_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b3f70>>
 Nguyen-5'_8_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26b550>>
 Nguyen-5'_8_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26b580>>
 Nguyen-5'_8_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26b880>>
 Nguyen-5'_8_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26b5e0>>
 Nguyen-5'_8_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26b7c0>>
 Nguyen-5'_8_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b77c0>>
 Nguyen-5'_8_56,-x**3*cos(x) + x,tensor(0.0840),-117.8620159629568
 Nguyen-5'_8_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f0880>>
 Nguyen-5'_8_58,x*log(x)**2,tensor(0.),0
 Nguyen-5'_8_59,x*exp(2*x),tensor(0.0488),-378.4144594749814
 Nguyen-5'_8_60,x*cos(x) + x,tensor(0.0758),-147.47656539944015
 Nguyen-5'_8_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da1f0>>
 Nguyen-5'_8_62,x**2 + x*cos(3),tensor(0.0695),-178.0345386292601
 Nguyen-5'_8_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1dafd0>>
 Nguyen-5'_8_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c08b4c0>>
 Nguyen-5'_8_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c08bcd0>>
 Nguyen-5'_8_66,log(x**4),tensor(0.0361),-712.7713316645637
 Nguyen-5'_8_67,x - 2*log(x + 2),tensor(0.2534),-7.682242484208363
 Nguyen-5'_8_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137880>>
 Nguyen-5'_8_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc08e460>>
 Nguyen-5'_8_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5370>>
 Nguyen-5'_8_71,x*sinh(5),tensor(0.0038),-68583.36459357213
 Nguyen-5'_8_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c171850>>
 Nguyen-5'_8_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aa130>>
 Nguyen-5'_8_74,x*(log(x) + 1),tensor(0.),0
 Nguyen-5'_8_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df1c0>>
 Nguyen-5'_8_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df2e0>>
 Nguyen-5'_8_77,25*x**4/4,tensor(0.0462),-424.40252517093256
 Nguyen-5'_8_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1d1a90>>
 Nguyen-5'_8_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9b50>>
 Nguyen-5'_8_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9490>>
 Nguyen-5'_8_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a730>>
 Nguyen-5'_8_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a580>>
 Nguyen-5'_8_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc165a60>>
 Nguyen-5'_8_84,x**2 - exp(x),tensor(0.1256),-47.482251352310946
 Nguyen-5'_8_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc165400>>
 Nguyen-5'_8_86,1,tensor(0.),0
 Nguyen-5'_8_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1ec5b0>>
 Nguyen-5'_8_88,exp(x) + 2*sin(x),tensor(0.0470),-410.357189654099
 Nguyen-5'_8_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03dd30>>
 Nguyen-5'_8_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1894c0>>
 Nguyen-5'_8_91,x*(x + 3/x),tensor(0.0313),-954.0326344136403
 Nguyen-5'_8_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18aa90>>
 Nguyen-5'_8_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc189670>>
 Nguyen-5'_8_94,x**2*(x + 3),tensor(0.0540),-306.3107370655234
 Nguyen-5'_8_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1568b0>>
 Nguyen-5'_8_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c08d850>>
 Nguyen-5'_8_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c09c610>>
 Nguyen-5'_8_98,x*(x**4 + 2*x),tensor(0.0621),-227.38531594109548
 Nguyen-5'_8_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c08b6a0>>
 Nguyen-5'_8_100,exp(2*x)/2,tensor(0.0557),-286.11120460694235
 Nguyen-5'_8_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aa880>>
 Nguyen-5'_8_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a94c0>>
 Nguyen-5'_8_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0f8250>>
 Nguyen-5'_8_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0f8d60>>
 Nguyen-5'_8_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b4760>>
 Nguyen-5'_8_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b41c0>>
 Nguyen-5'_8_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b4820>>
 Nguyen-5'_8_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b4cd0>>
 Nguyen-5'_8_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b4c70>>
 Nguyen-5'_8_110,2*x,tensor(0.0731),-159.80917396435862
 Nguyen-5'_8_111,x*atanh(3),tensor(0.),0
 Nguyen-5'_8_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc051970>>
 Nguyen-5'_8_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f0490>>
 Nguyen-5'_8_114,26*x + sin(x),tensor(0.0104),-9075.51327055688
 Nguyen-5'_8_115,4,tensor(0.),0
 Nguyen-5'_8_116,2*tan(2*x),tensor(0.0003),-13306640.153178418
 Nguyen-5'_8_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0f4f10>>
 Nguyen-5'_8_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0f86a0>>
 Nguyen-5'_8_119,x*sinh(2*x),tensor(0.0540),-305.9275645920356
 Nguyen-5'_8_120,x*(acos(x) + 3),tensor(0.0519),-333.1367539015388
 Nguyen-5'_8_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0578e0>>
 Nguyen-5'_8_122,exp(2*x),tensor(0.0398),-579.5412054818822
 Nguyen-5'_8_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0511c0>>
 Nguyen-5'_8_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16df40>>
 Nguyen-5'_8_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c148670>>
 Nguyen-5'_8_126,(x + 2)*exp(x),tensor(0.0326),-880.7820623765812
 Nguyen-5'_8_127,sin(x)/4,tensor(0.0851),-114.62768256181639
 Nguyen-5'_9_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1ee9a0>>
 Nguyen-5'_9_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1eebe0>>
 Nguyen-5'_9_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1eef40>>
 Nguyen-5'_9_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fd700>>
 Nguyen-5'_9_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a400>>
 Nguyen-5'_9_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18abe0>>
 Nguyen-5'_9_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a100>>
 Nguyen-5'_9_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1eed90>>
 Nguyen-5'_9_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c10f5b0>>
 Nguyen-5'_9_9,x**2 + 1,tensor(0.0504),-353.43874029575124
 Nguyen-5'_9_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06a940>>
 Nguyen-5'_9_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19e910>>
 Nguyen-5'_9_12,x + cos(x) + 1,tensor(0.0434),-485.56333741553897
 Nguyen-5'_9_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c061b80>>
 Nguyen-5'_9_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c061550>>
 Nguyen-5'_9_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c061f10>>
 Nguyen-5'_9_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c061bb0>>
 Nguyen-5'_9_17,x*sinh(x) - x,tensor(0.0684),-184.52006547440266
 Nguyen-5'_9_18,x + cos(x + 4),tensor(0.0966),-86.47936353549495
 Nguyen-5'_9_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1dad90>>
 Nguyen-5'_9_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c296e20>>
 Nguyen-5'_9_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0e5370>>
 Nguyen-5'_9_22,x/2,tensor(0.0845),-116.48040263951471
 Nguyen-5'_9_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d880>>
 Nguyen-5'_9_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d520>>
 Nguyen-5'_9_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02db50>>
 Nguyen-5'_9_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d3a0>>
 Nguyen-5'_9_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b69a0>>
 Nguyen-5'_9_28,x**2*(x + 1),tensor(0.0718),-165.99447801441428
 Nguyen-5'_9_29,x - cos(x),tensor(0.1322),-42.05510300700806
 Nguyen-5'_9_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19e1f0>>
 Nguyen-5'_9_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0748b0>>
 Nguyen-5'_9_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6d30>>
 Nguyen-5'_9_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6ca0>>
 Nguyen-5'_9_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6c40>>
 Nguyen-5'_9_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6130>>
 Nguyen-5'_9_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6100>>
 Nguyen-5'_9_37,cos(x/2),tensor(0.0570),-272.35021214109366
 Nguyen-5'_9_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc051460>>
 Nguyen-5'_9_39,(x + cos(x))**3,tensor(0.0470),-409.4912397143129
 Nguyen-5'_9_40,2*x + cos(acosh(2*x)),tensor(0.),0
 Nguyen-5'_9_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c08d130>>
 Nguyen-5'_9_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0e5ca0>>
 Nguyen-5'_9_43,3*x + acos(x),tensor(0.0454),-441.11291241643687
 Nguyen-5'_9_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10a460>>
 Nguyen-5'_9_45,x*(x + 1)*exp(x),tensor(0.0543),-302.7160543418091
 Nguyen-5'_9_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b7c137970>>
 Nguyen-5'_9_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e0520>>
 Nguyen-5'_9_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e0610>>
 Nguyen-5'_9_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e0e80>>
 Nguyen-5'_9_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b4310>>
 Nguyen-5'_9_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b48b0>>
 Nguyen-5'_9_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b4b80>>
 Nguyen-5'_9_53,2*x**2 + 6,tensor(0.0192),-2615.4206601831247
 Nguyen-5'_9_54,E/2,tensor(0.),0
 Nguyen-5'_9_55,x*(2*x + 3),tensor(0.0524),-325.907650178153
 Nguyen-5'_9_56,4*x**2 + 7*x,tensor(0.0311),-967.4070479480365
 Nguyen-5'_9_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0ec760>>
 Nguyen-5'_9_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e2f10>>
 Nguyen-5'_9_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e2d60>>
 Nguyen-5'_9_60,acosh(x + 2),tensor(0.0519),-332.8164238169103
 Nguyen-5'_9_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5ca0>>
 Nguyen-5'_9_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5e50>>
 Nguyen-5'_9_63,x*(x + acosh(x)),tensor(0.),0
 Nguyen-5'_9_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0f44c0>>
 Nguyen-5'_9_65,x + tan(x + 4),tensor(0.0025),-165727.13772599245
 Nguyen-5'_9_66,x*(x**2 + 2) + x,tensor(0.0574),-268.9317877196734
 Nguyen-5'_9_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9460>>
 Nguyen-5'_9_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9cd0>>
 Nguyen-5'_9_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b5ee0>>
 Nguyen-5'_9_70,3*x*atanh(x),tensor(0.0435),-481.78742031935883
 Nguyen-5'_9_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aad60>>
 Nguyen-5'_9_72,x + atanh(x + 2),tensor(0.),0
 Nguyen-5'_9_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16d190>>
 Nguyen-5'_9_74,asin(x + 1),tensor(0.),0
 Nguyen-5'_9_75,5*x*acos(x),tensor(0.0314),-951.8090586682692
 Nguyen-5'_9_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10a280>>
 Nguyen-5'_9_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc074880>>
 Nguyen-5'_9_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0740a0>>
 Nguyen-5'_9_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc074370>>
 Nguyen-5'_9_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a7eb0>>
