Sigmoid Function_0_0,-x*cos(x) + sin(x),tensor(0.2196),-11.628650630808414
Sigmoid Function_25_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40d0ac0>>
Sigmoid Function_25_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41adb80>>
Sigmoid Function_25_123,-x**2 + sin(x),tensor(0.1203),-52.50639991433726
Sigmoid Function_25_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c9c70>>
Sigmoid Function_25_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bbe20>>
Sigmoid Function_25_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40cd310>>
Sigmoid Function_25_127,x*(x + 1) + 2,tensor(0.0698),-176.51283595369057
Sigmoid Function_26_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c98b0>>
Sigmoid Function_26_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2671ebe0>>
Sigmoid Function_26_2,x*(x + 1 + pi),tensor(0.0571),-271.55476552329145
Sigmoid Function_26_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64167b80>>
Sigmoid Function_26_4,x + cos(x) + 1,tensor(0.0931),-93.94229936723875
Sigmoid Function_26_5,x + 2*asin(x)/3,tensor(0.1146),-58.72245514953903
Sigmoid Function_26_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8415b5b0>>
Sigmoid Function_26_7,2*x*(x + cos(x)),tensor(0.1355),-39.68666452441415
Sigmoid Function_26_8,exp(x + 4),tensor(0.0020),-248746.10287121878
Sigmoid Function_26_9,x*cos(x + 5),tensor(0.3095),-3.9776012256234665
Sigmoid Function_26_10,x/2 + log(2),tensor(0.3746),-1.7883859401469522
Sigmoid Function_26_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641265e0>>
Sigmoid Function_26_12,x/(x + 5),tensor(0.2157),-12.227056380155084
Sigmoid Function_26_13,-x*(x + 1),tensor(0.1146),-58.68720191694329
Sigmoid Function_26_14,x/(x + 1),tensor(0.0141),-4921.09257026233
Sigmoid Function_26_15,x**2*asinh(x)**2,tensor(0.2572),-7.339494857218387
Sigmoid Function_26_16,atan(x/2),tensor(0.2092),-13.287167014780298
Sigmoid Function_26_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c9490>>
Sigmoid Function_26_18,2*x + exp(-2*x),tensor(0.0715),-167.76942024851505
Sigmoid Function_26_19,15 - 4*x,tensor(0.0093),-11248.550226237438
Sigmoid Function_26_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bb100>>
Sigmoid Function_26_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41a4d90>>
Sigmoid Function_26_22,sin(x)**4,tensor(0.2547),-7.565998906528199
Sigmoid Function_26_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583bb2e0>>
Sigmoid Function_26_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403b280>>
Sigmoid Function_26_25,x - asin(x),tensor(0.2081),-13.476845337736835
Sigmoid Function_26_26,x*(x**4 + 4),tensor(0.0515),-337.6874276733271
Sigmoid Function_26_27,x**2 + x*exp(-4),tensor(0.2807),-5.569635432429014
Sigmoid Function_26_28,x/asin(3),tensor(0.),0
Sigmoid Function_26_29,x*(sqrt(x) + 1),tensor(0.),0
Sigmoid Function_26_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64145190>>
Sigmoid Function_26_31,5*x**2*sin(2),tensor(0.0737),-156.85414966040693
Sigmoid Function_26_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41477c0>>
Sigmoid Function_26_33,3*x**3,tensor(0.1055),-70.94709139095879
Sigmoid Function_26_34,(x - 1)**2,tensor(0.0765),-144.7902515096871
Sigmoid Function_26_35,x*(x + 2),tensor(0.1153),-57.92937329791295
Sigmoid Function_26_36,log(x)/2,tensor(0.),0
Sigmoid Function_26_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5845e4f0>>
Sigmoid Function_26_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403e310>>
Sigmoid Function_26_39,x + acos(x),tensor(0.1115),-62.5429900940286
Sigmoid Function_26_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4116e80>>
Sigmoid Function_26_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4116280>>
Sigmoid Function_26_42,x*(log(x) + 2),tensor(0.),0
Sigmoid Function_26_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58162040>>
Sigmoid Function_26_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a30d0>>
Sigmoid Function_26_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a3220>>
Sigmoid Function_26_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a39a0>>
Sigmoid Function_26_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a3190>>
Sigmoid Function_26_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a33d0>>
Sigmoid Function_26_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a39d0>>
Sigmoid Function_26_50,log(4),tensor(0.),0
Sigmoid Function_26_51,log(x**3),tensor(0.),0
Sigmoid Function_26_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850ee20>>
Sigmoid Function_26_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e580>>
Sigmoid Function_26_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e3d0>>
Sigmoid Function_26_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850eb20>>
Sigmoid Function_26_56,x*(x*cos(2) + x),tensor(0.2790),-5.680358927863614
Sigmoid Function_26_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403ef70>>
Sigmoid Function_26_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41cb670>>
Sigmoid Function_26_59,x*(3*x + 1),tensor(0.1151),-58.13089266010711
Sigmoid Function_26_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fc9d0>>
Sigmoid Function_26_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58070be0>>
Sigmoid Function_26_62,2*x**2 + sinh(x),tensor(0.1571),-27.80228585750386
Sigmoid Function_26_63,x**2*sin(3),tensor(0.2342),-9.695724428022846
Sigmoid Function_26_64,3*x*sin(x) + x,tensor(0.1300),-43.766744091659376
Sigmoid Function_26_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640ab1f0>>
Sigmoid Function_26_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640ab8e0>>
Sigmoid Function_26_67,x**2*exp(3)/2,tensor(0.0318),-923.7835180139474
Sigmoid Function_26_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192310>>
Sigmoid Function_26_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6d90>>
Sigmoid Function_26_70,2*x*asinh(x),tensor(0.1938),-16.31431734714232
Sigmoid Function_26_71,-2*x**(3/2)/3,tensor(0.),0
Sigmoid Function_26_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fad00>>
Sigmoid Function_26_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a7520>>
Sigmoid Function_26_74,sin(x)*cos(x),tensor(0.1951),-16.01793460650944
Sigmoid Function_26_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403b220>>
Sigmoid Function_26_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4185790>>
Sigmoid Function_26_77,2*x*cos(4) + x,tensor(0.1989),-15.221606219514513
Sigmoid Function_26_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a9d0>>
Sigmoid Function_26_79,-2/3,tensor(0.),0
Sigmoid Function_26_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4040850>>
Sigmoid Function_26_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40721c0>>
Sigmoid Function_26_82,x*(x + 5),tensor(0.0474),-402.97958207964894
Sigmoid Function_26_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404bd60>>
Sigmoid Function_26_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b520>>
Sigmoid Function_26_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64170a30>>
Sigmoid Function_26_86,3*x*(x + 1),tensor(0.0719),-165.48642904441303
Sigmoid Function_26_87,cos(2*x + 3),tensor(0.1198),-53.0041566664586
Sigmoid Function_26_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26242670>>
Sigmoid Function_26_89,tan(x + 5),tensor(0.0015),-429706.85495980806
Sigmoid Function_26_90,12*x**3,tensor(0.0297),-1067.751389176451
Sigmoid Function_26_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26791430>>
Sigmoid Function_26_92,x*(x + exp(x)),tensor(0.1391),-37.31038493823454
Sigmoid Function_26_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840d5ac0>>
Sigmoid Function_26_94,sin(x + 5),tensor(0.0976),-84.57427671097152
Sigmoid Function_26_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26338700>>
Sigmoid Function_26_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40ea4f0>>
Sigmoid Function_26_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581e8d60>>
Sigmoid Function_26_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4040df0>>
Sigmoid Function_26_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41a4130>>
Sigmoid Function_26_100,x + tan(1),tensor(0.1130),-60.6538485970299
Sigmoid Function_26_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc415c5e0>>
Sigmoid Function_26_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa6d0>>
Sigmoid Function_26_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa730>>
Sigmoid Function_26_104,x*sin(x)**2,tensor(0.2054),-13.962620194005527
Sigmoid Function_26_105,2*x + cos(x) + 2,tensor(0.0541),-305.18061106363007
Sigmoid Function_26_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581b7040>>
Sigmoid Function_26_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41db4f0>>
Sigmoid Function_26_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a7d30>>
Sigmoid Function_26_109,x**2*cos(x) + x,tensor(0.2038),-14.260082900739187
Sigmoid Function_26_110,x**5/5,tensor(0.2197),-11.611291802714003
Sigmoid Function_26_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2636c730>>
Sigmoid Function_26_112,x**3 + x + sin(x),tensor(0.0864),-110.78860785598526
Sigmoid Function_26_113,x - exp(x),tensor(0.0774),-141.28253173704977
Sigmoid Function_26_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64170340>>
Sigmoid Function_26_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa418e430>>
Sigmoid Function_26_116,x**2*asin(x)**2,tensor(0.2163),-12.12807820304727
Sigmoid Function_26_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0562b280>>
Sigmoid Function_26_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4131610>>
Sigmoid Function_26_119,x*(x + cos(x) - 2),tensor(0.1255),-47.52796773297086
Sigmoid Function_26_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e125400>>
Sigmoid Function_26_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fc130>>
Sigmoid Function_26_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58267b50>>
Sigmoid Function_26_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58267880>>
Sigmoid Function_26_124,exp(2*x),tensor(0.0633),-218.05720585771866
Sigmoid Function_26_125,cos(2*x + 5),tensor(0.1539),-29.21214238177473
Sigmoid Function_26_126,asin(x/2),tensor(0.2066),-13.743065216905007
Sigmoid Function_26_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b7f40>>
Sigmoid Function_27_0,3*x**6/2,tensor(0.2327),-9.871436719970845
Sigmoid Function_27_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40eafa0>>
Sigmoid Function_27_2,tanh(x + 2),tensor(0.2378),-9.277549049831697
Sigmoid Function_27_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403e880>>
Sigmoid Function_27_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0543a0>>
Sigmoid Function_27_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64145e20>>
Sigmoid Function_27_6,x/(x + 1),tensor(0.0141),-4921.09257026233
Sigmoid Function_27_7,cos(x + 4),tensor(0.1134),-60.154264258472
Sigmoid Function_27_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c95e0>>
Sigmoid Function_27_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c95b0>>
Sigmoid Function_27_10,x**3/16,tensor(0.2191),-11.696589721648195
Sigmoid Function_27_11,x*(x + 5),tensor(0.0474),-402.97958207964894
Sigmoid Function_27_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8416f8e0>>
Sigmoid Function_27_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05af6be0>>
Sigmoid Function_27_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40d1400>>
Sigmoid Function_27_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c9550>>
Sigmoid Function_27_16,tan(x)/2,tensor(0.1960),-15.817115453391125
Sigmoid Function_27_17,sin(x)**3,tensor(0.2096),-13.217302186192219
Sigmoid Function_27_18,x**4*exp(3),tensor(0.0211),-2154.3136496182615
Sigmoid Function_27_19,x*tan(9),tensor(0.1867),-17.9753654585263
Sigmoid Function_27_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266abfd0>>
Sigmoid Function_27_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2673f520>>
Sigmoid Function_27_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f051a0460>>
Sigmoid Function_27_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e370>>
Sigmoid Function_27_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850ec70>>
Sigmoid Function_27_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e5e0>>
Sigmoid Function_27_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e100>>
Sigmoid Function_27_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585901f0>>
Sigmoid Function_27_28,sin(x + 5),tensor(0.0976),-84.57427671097152
Sigmoid Function_27_29,x**3 + 2*x**2,tensor(0.1792),-19.97036472617991
Sigmoid Function_27_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584852b0>>
Sigmoid Function_27_31,5*x**2/2,tensor(0.1400),-36.749474179947775
Sigmoid Function_27_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266adc40>>
Sigmoid Function_27_33,67,tensor(0.),0
Sigmoid Function_27_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4099760>>
Sigmoid Function_27_35,-sin(x) + 2*cos(x),tensor(0.0905),-99.94058276421377
Sigmoid Function_27_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41645e0>>
Sigmoid Function_27_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4185430>>
Sigmoid Function_27_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580730a0>>
Sigmoid Function_27_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fa3a0>>
Sigmoid Function_27_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4040490>>
Sigmoid Function_27_41,x - log(cos(x)),tensor(0.1954),-15.959320413518405
Sigmoid Function_27_42,x**2 + x*cos(1),tensor(0.2770),-5.81099582302426
Sigmoid Function_27_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e6f70>>
Sigmoid Function_27_44,tan(x)**2,tensor(0.1772),-20.546614426868555
Sigmoid Function_27_45,(x - 1)*exp(x),tensor(0.0973),-85.09176873439877
Sigmoid Function_27_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641262e0>>
Sigmoid Function_27_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406ae50>>
Sigmoid Function_27_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4147a00>>
Sigmoid Function_27_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a910>>
Sigmoid Function_27_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a070>>
