Exponential Decay with Sine_0_0,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_28_37,2*x*tan(3),tensor(0.4791),-0.18250933991845342
Exponential Decay with Sine_28_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930187cd0>>
Exponential Decay with Sine_28_39,sin(x) - cos(x),tensor(0.5529),0.34601601736311927
Exponential Decay with Sine_28_40,exp(asin(x)),tensor(0.5036),0.028634148938703197
Exponential Decay with Sine_28_41,2*x + 1/5,tensor(0.6603),0.7352978005335224
Exponential Decay with Sine_28_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f9eee0>>
Exponential Decay with Sine_28_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618d30>>
Exponential Decay with Sine_28_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b27c6fa0>>
Exponential Decay with Sine_28_45,x + x*sinh(1),tensor(0.6960),0.8091841370319834
Exponential Decay with Sine_28_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc698970>>
Exponential Decay with Sine_28_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b18e9a00>>
Exponential Decay with Sine_28_48,x*sin(2),tensor(0.5656),0.41033989769617796
Exponential Decay with Sine_28_49,x*(x + x*exp(4)),tensor(0.0771),-142.13652128234253
Exponential Decay with Sine_28_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81d8d00>>
Exponential Decay with Sine_28_51,x**2 - 2,tensor(0.4543),-0.44243308723848496
Exponential Decay with Sine_28_52,5*exp(x),tensor(0.2551),-7.522789653377981
Exponential Decay with Sine_28_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc758130>>
Exponential Decay with Sine_28_54,x*(-x**2 + x) + x,tensor(0.5073),0.05662545639515326
Exponential Decay with Sine_28_55,exp(x) + sin(x),tensor(0.5454),0.3052157723333334
Exponential Decay with Sine_28_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5c3fd0>>
Exponential Decay with Sine_28_57,sqrt(x + 1),tensor(0.4938),-0.05060665181865476
Exponential Decay with Sine_28_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958099970>>
Exponential Decay with Sine_28_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982b44f0>>
Exponential Decay with Sine_28_60,x + cos(x + 1),tensor(0.5007),0.005458299879305795
Exponential Decay with Sine_28_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8125580>>
Exponential Decay with Sine_28_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8125220>>
Exponential Decay with Sine_28_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8125fd0>>
Exponential Decay with Sine_28_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8125f70>>
Exponential Decay with Sine_28_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81252e0>>
Exponential Decay with Sine_28_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280add00>>
Exponential Decay with Sine_28_67,9*x + 4,tensor(0.2932),-4.809875042365262
Exponential Decay with Sine_28_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156370>>
Exponential Decay with Sine_28_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5be070>>
Exponential Decay with Sine_28_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5bed00>>
Exponential Decay with Sine_28_71,sin(x) - atan(x),tensor(0.5004),0.0035875614031793956
Exponential Decay with Sine_28_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930143730>>
Exponential Decay with Sine_28_73,x + sin(1),tensor(0.5256),0.18532789500718327
Exponential Decay with Sine_28_74,x*(x + cos(x)) + x,tensor(0.6053),0.5749609267569826
Exponential Decay with Sine_28_75,0,tensor(0.),0
Exponential Decay with Sine_28_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0090f40>>
Exponential Decay with Sine_28_77,x**2 + 3*x,tensor(0.7086),0.8308552526399554
Exponential Decay with Sine_28_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016ff40>>
Exponential Decay with Sine_28_79,x*exp(-x),tensor(0.6095),0.5896556259421883
Exponential Decay with Sine_28_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980b39d0>>
Exponential Decay with Sine_28_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980b3070>>
Exponential Decay with Sine_28_82,3*x/2,tensor(0.6205),0.6258406686636684
Exponential Decay with Sine_28_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e018c3a0>>
Exponential Decay with Sine_28_84,x*(x + 5),tensor(0.6654),0.7471104072342414
Exponential Decay with Sine_28_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580fc730>>
Exponential Decay with Sine_28_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580fc1c0>>
Exponential Decay with Sine_28_87,x + 3*log(5),tensor(0.2864),-5.208075076898998
Exponential Decay with Sine_28_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f818ca90>>
Exponential Decay with Sine_28_89,2*x + sin(x),tensor(0.7935),0.9322440631724661
Exponential Decay with Sine_28_90,log(x),tensor(0.),0
Exponential Decay with Sine_28_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f802cee0>>
Exponential Decay with Sine_28_92,3*x*exp(x),tensor(0.5340),0.23856536407468243
Exponential Decay with Sine_28_93,2*x*exp(2*x),tensor(0.3919),-1.4081107662234769
Exponential Decay with Sine_28_94,x + atan(x),tensor(0.6587),0.7314906971482025
Exponential Decay with Sine_28_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81253d0>>
Exponential Decay with Sine_28_96,x**2*cos(4),tensor(0.5016),0.012993140883134524
Exponential Decay with Sine_28_97,-log(cos(x)) + cosh(x),tensor(0.4354),-0.6810694971995359
Exponential Decay with Sine_28_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5c3b50>>
Exponential Decay with Sine_28_99,x**4/3,tensor(0.4947),-0.04364585795553366
Exponential Decay with Sine_28_100,x**2/2 + cosh(x),tensor(0.4371),-0.6585365775158469
Exponential Decay with Sine_28_101,2,tensor(0.),0
Exponential Decay with Sine_28_102,4*x**2 + 4*x,tensor(0.5014),0.01121697750190509
Exponential Decay with Sine_28_103,0,tensor(0.),0
Exponential Decay with Sine_28_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692817c640>>
Exponential Decay with Sine_28_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280ad310>>
Exponential Decay with Sine_28_106,x + cosh(x),tensor(0.4964),-0.029029613437976387
Exponential Decay with Sine_28_107,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_28_108,x*(sin(x) + 3),tensor(0.7194),0.847839678465576
Exponential Decay with Sine_28_109,x + 1/3,tensor(0.5594),0.37976303193419114
Exponential Decay with Sine_28_110,tanh(x),tensor(0.5602),0.38364236128701557
Exponential Decay with Sine_28_111,5*asin(x),tensor(0.6087),0.5866978108542253
Exponential Decay with Sine_28_112,x**2/(x + 2),tensor(0.4782),-0.19047876993689772
Exponential Decay with Sine_28_113,x*cosh(2),tensor(0.8648),0.9755678429668624
Exponential Decay with Sine_28_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b27c6b80>>
Exponential Decay with Sine_28_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998249190>>
Exponential Decay with Sine_28_116,2*x + 3,tensor(0.3857),-1.5364309174707484
Exponential Decay with Sine_28_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5be670>>
Exponential Decay with Sine_28_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958099460>>
Exponential Decay with Sine_28_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693016dac0>>
Exponential Decay with Sine_28_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998249730>>
Exponential Decay with Sine_28_121,2*x + 3,tensor(0.3857),-1.5364309174707484
Exponential Decay with Sine_28_122,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_28_123,x + exp(x) + sin(x),tensor(0.5832),0.4892793457218919
Exponential Decay with Sine_28_124,x*(x + exp(x)) + x,tensor(0.5825),0.48648786658506016
Exponential Decay with Sine_28_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6980d0>>
Exponential Decay with Sine_28_126,x**2/2 + sin(x),tensor(0.5552),0.3584081217939018
Exponential Decay with Sine_28_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140460>>
Exponential Decay with Sine_29_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981b4d90>>
Exponential Decay with Sine_29_1,-exp(x) + sin(x),tensor(0.4716),-0.2552091263478573
Exponential Decay with Sine_29_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d3040>>
Exponential Decay with Sine_29_3,x*(x + cosh(x)),tensor(0.5723),0.4416694461434868
Exponential Decay with Sine_29_4,x**3*tan(1),tensor(0.5642),0.40348385296256895
Exponential Decay with Sine_29_5,-x**2 + x,tensor(0.5809),0.47946604693705985
Exponential Decay with Sine_29_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901749a0>>
Exponential Decay with Sine_29_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc14b5e0>>
Exponential Decay with Sine_29_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b06a0>>
Exponential Decay with Sine_29_9,x + tan(x/2),tensor(0.6231),0.634242043853078
Exponential Decay with Sine_29_10,-exp(x - 2),tensor(0.4898),-0.08533289699415958
Exponential Decay with Sine_29_11,2*x*atan(4),tensor(0.7580),0.8981235026403989
Exponential Decay with Sine_29_12,x**2 + x + 1,tensor(0.4807),-0.16719571798155886
Exponential Decay with Sine_29_13,2*x**2 + 2*x,tensor(0.5734),0.4462782689892131
Exponential Decay with Sine_29_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f802cf10>>
Exponential Decay with Sine_29_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c8f40>>
Exponential Decay with Sine_29_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699815a400>>
Exponential Decay with Sine_29_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6985e0>>
Exponential Decay with Sine_29_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580fc6d0>>
Exponential Decay with Sine_29_19,x**2*sin(x) + x,tensor(0.6216),0.6295451342222333
Exponential Decay with Sine_29_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e00906a0>>
Exponential Decay with Sine_29_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc195a60>>
Exponential Decay with Sine_29_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1958b0>>
Exponential Decay with Sine_29_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc195400>>
Exponential Decay with Sine_29_24,sqrt(x + 2),tensor(0.4542),-0.4443135491111738
Exponential Decay with Sine_29_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc195d30>>
Exponential Decay with Sine_29_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1950a0>>
Exponential Decay with Sine_29_27,-exp(x) + sin(x),tensor(0.4716),-0.2552091263478573
Exponential Decay with Sine_29_28,x*(x + cos(x)) + x,tensor(0.6053),0.5749609267569826
Exponential Decay with Sine_29_29,3*x + 3,tensor(0.3954),-1.3372785640392895
Exponential Decay with Sine_29_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156850>>
Exponential Decay with Sine_29_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013fb50>>
Exponential Decay with Sine_29_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013f3a0>>
Exponential Decay with Sine_29_33,x*cos(5),tensor(0.5168),0.12601946882619341
Exponential Decay with Sine_29_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580fcc70>>
Exponential Decay with Sine_29_35,-x**3 + sinh(x),tensor(0.5330),0.2321037464108725
Exponential Decay with Sine_29_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013fe20>>
Exponential Decay with Sine_29_37,2*x*sin(x),tensor(0.4665),-0.30839752658915454
Exponential Decay with Sine_29_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156640>>
Exponential Decay with Sine_29_39,tanh(x + 1),tensor(0.5051),0.03973903649342225
Exponential Decay with Sine_29_40,2*atanh(x),tensor(0.7395),0.8759388608081622
Exponential Decay with Sine_29_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0090040>>
Exponential Decay with Sine_29_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580fcbb0>>
Exponential Decay with Sine_29_43,x/7,tensor(0.5069),0.054078180782523355
Exponential Decay with Sine_29_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692804aca0>>
Exponential Decay with Sine_29_45,x*(x + cos(x)),tensor(0.5289),0.20646735321265575
Exponential Decay with Sine_29_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc195e20>>
Exponential Decay with Sine_29_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2af0>>
Exponential Decay with Sine_29_48,log(x**2),tensor(0.3810),-1.6386949591741402
Exponential Decay with Sine_29_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2562a00>>
Exponential Decay with Sine_29_50,x + sin(x) + exp(5),tensor(0.0143),-4771.294151814265
Exponential Decay with Sine_29_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280ae220>>
Exponential Decay with Sine_29_52,x*(x**2 + x),tensor(0.5196),0.14541878455068225
Exponential Decay with Sine_29_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f802cdf0>>
Exponential Decay with Sine_29_54,cos(x)**2,tensor(0.4754),-0.2172671662671377
Exponential Decay with Sine_29_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f802c250>>
Exponential Decay with Sine_29_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b0e80>>
Exponential Decay with Sine_29_57,x*(x + cos(x)) + x,tensor(0.6053),0.5749609267569826
Exponential Decay with Sine_29_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016f6d0>>
Exponential Decay with Sine_29_59,x*(2 - x),tensor(0.6886),0.7954844340504028
Exponential Decay with Sine_29_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280ad8e0>>
Exponential Decay with Sine_29_61,x**2*(x**2 + x),tensor(0.5263),0.1900451485846132
Exponential Decay with Sine_29_62,-x + sin(x),tensor(0.4910),-0.07457640085228623
Exponential Decay with Sine_29_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29be0a0>>
Exponential Decay with Sine_29_64,tan(x)**3,tensor(0.5951),0.5369982967853721
Exponential Decay with Sine_29_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301431c0>>
Exponential Decay with Sine_29_66,2*x + sinh(x),tensor(0.8181),0.9505824211230602
Exponential Decay with Sine_29_67,x**2/3,tensor(0.4934),-0.05432798853574439
