Quadratic Equation_0_0,3*exp(x)/x,tensor(0.0628),-221.73495425048935
Quadratic Equation_35_42,x**4/4,tensor(0.2932),-4.81124891089916
Quadratic Equation_35_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765c9e80>>
Quadratic Equation_35_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e75b0>>
Quadratic Equation_35_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e7220>>
Quadratic Equation_35_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7623fd90>>
Quadratic Equation_35_47,5*log(cos(x)),tensor(0.2652),-6.677689635774399
Quadratic Equation_35_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7623fd60>>
Quadratic Equation_35_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7647ae20>>
Quadratic Equation_35_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7647ad00>>
Quadratic Equation_35_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25d760>>
Quadratic Equation_35_52,x + sin(x) + 6,tensor(0.4172),-0.9512243529881936
Quadratic Equation_35_53,-2*exp(-x),tensor(0.2285),-10.399838028016754
Quadratic Equation_35_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5798e0>>
Quadratic Equation_35_55,-x + exp(-x),tensor(0.3487),-2.4887527738118917
Quadratic Equation_35_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c146580>>
Quadratic Equation_35_57,x + 5*sin(x),tensor(0.2427),-8.732009531255558
Quadratic Equation_35_58,2*x - sin(x),tensor(0.2822),-5.471831150984335
Quadratic Equation_35_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7634dee0>>
Quadratic Equation_35_60,cos(x - 1),tensor(0.2961),-4.651556579467742
Quadratic Equation_35_61,45*x,tensor(0.0882),-105.82549625427905
Quadratic Equation_35_62,sin(x),tensor(0.2839),-5.36168948203037
Quadratic Equation_35_63,x + cosh(2*x),tensor(0.3338),-2.983651504077149
Quadratic Equation_35_64,x + exp(x) + 2,tensor(0.3516),-2.4013052502105157
Quadratic Equation_35_65,exp(x) + 5,tensor(0.4503),-0.49039992484972017
Quadratic Equation_35_66,x**3*sin(3),tensor(0.2909),-4.939336723888001
Quadratic Equation_35_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc045730>>
Quadratic Equation_35_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac08ad00>>
Quadratic Equation_35_69,(x - 1)*exp(x),tensor(0.2711),-6.227016743859199
Quadratic Equation_35_70,7*pi*x/2,tensor(0.2005),-14.909781272965454
Quadratic Equation_35_71,sin(x) + 6,tensor(0.4545),-0.4406968939192788
Quadratic Equation_35_72,x*atan(3),tensor(0.2808),-5.557764674286762
Quadratic Equation_35_73,2*x*(x + 2),tensor(0.2695),-6.344736854967614
Quadratic Equation_35_74,sinh(x + 2),tensor(0.3341),-2.9720026037055947
Quadratic Equation_35_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd60c40>>
Quadratic Equation_35_76,-x*cos(x),tensor(0.2975),-4.577236108834668
Quadratic Equation_35_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761a3f70>>
Quadratic Equation_35_78,17*x**2/2,tensor(0.3727),-1.8318513822880966
Quadratic Equation_35_79,x*(x + sin(x))**2,tensor(0.2721),-6.155739374897595
Quadratic Equation_35_80,sin(x) + 3,tensor(0.3698),-1.9051622525341037
Quadratic Equation_35_81,cos(x)*sinh(x),tensor(0.2850),-5.296593234358356
Quadratic Equation_35_82,cosh(4*x),tensor(0.3035),-4.268523014060236
Quadratic Equation_35_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3257f0>>
Quadratic Equation_35_84,-x + cos(x),tensor(0.3244),-3.33859601780523
Quadratic Equation_35_85,2*exp(x),tensor(0.3288),-3.168581140515248
Quadratic Equation_35_86,2*cos(x),tensor(0.3390),-2.8002652396940846
Quadratic Equation_35_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7634d1c0>>
Quadratic Equation_35_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7634a7f0>>
Quadratic Equation_35_89,x + log(2*x**2),tensor(0.2555),-7.486570848407764
Quadratic Equation_35_90,sin(x) + 4,tensor(0.4029),-1.195666925120113
Quadratic Equation_35_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7634abb0>>
Quadratic Equation_35_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761cde20>>
Quadratic Equation_35_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761cde50>>
Quadratic Equation_35_94,6*x**2,tensor(0.3523),-2.3792704461955894
Quadratic Equation_35_95,x + exp(2*x),tensor(0.2923),-4.859685195529599
Quadratic Equation_35_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1ae5e0>>
Quadratic Equation_35_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761cda30>>
Quadratic Equation_35_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac500250>>
Quadratic Equation_35_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac500b20>>
Quadratic Equation_35_100,2*x*cos(x),tensor(0.2793),-5.661213281693057
Quadratic Equation_35_101,x**2*exp(4),tensor(0.1289),-44.63864484273721
Quadratic Equation_35_102,cos(x) + 5,tensor(0.4886),-0.09531614333609117
Quadratic Equation_35_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc08f8b0>>
Quadratic Equation_35_104,tan(x) + acos(x),tensor(0.3359),-2.9096268914849404
Quadratic Equation_35_105,x*(x + asinh(x)),tensor(0.3111),-3.9056845717557342
Quadratic Equation_35_106,cos(x) + 5,tensor(0.4886),-0.09531614333609117
Quadratic Equation_35_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765c9400>>
Quadratic Equation_35_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3ba280>>
Quadratic Equation_35_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3ba370>>
Quadratic Equation_35_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90174490>>
Quadratic Equation_35_111,exp(x*sin(1)),tensor(0.3131),-3.812234162768937
Quadratic Equation_35_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac124f40>>
Quadratic Equation_35_113,x*cos(5) + x,tensor(0.2805),-5.577808247283704
Quadratic Equation_35_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76475310>>
Quadratic Equation_35_115,2*x**2,tensor(0.3119),-3.869089981498841
Quadratic Equation_35_116,sqrt(x) + sin(x),tensor(0.),0
Quadratic Equation_35_117,x*(x**2 + x),tensor(0.2958),-4.665247793113821
Quadratic Equation_35_118,2*cosh(x),tensor(0.3662),-1.9955460550018893
Quadratic Equation_35_119,2*tanh(x),tensor(0.2770),-5.814696430295665
Quadratic Equation_35_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76376400>>
Quadratic Equation_35_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac434970>>
Quadratic Equation_35_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761cd760>>
Quadratic Equation_35_123,(x + 1)**2,tensor(0.3059),-4.1485400173733025
Quadratic Equation_35_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3256d0>>
Quadratic Equation_35_125,-x + log(x),tensor(0.),0
Quadratic Equation_35_126,x**2/cos(x),tensor(0.3060),-4.14170713996956
Quadratic Equation_35_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76548d60>>
Quadratic Equation_36_0,tan(x),tensor(0.2805),-5.581478463424884
Quadratic Equation_36_1,x*(x*sin(x) + x),tensor(0.2965),-4.628646713897979
Quadratic Equation_36_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c10e7c0>>
Quadratic Equation_36_3,2*x*cos(x),tensor(0.2793),-5.661213281693057
Quadratic Equation_36_4,x*(x - atanh(x)),tensor(0.2869),-5.1804383323541225
Quadratic Equation_36_5,-x + 2*cos(x),tensor(0.3524),-2.3777592746268765
Quadratic Equation_36_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2ab7f0>>
Quadratic Equation_36_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7ad30>>
Quadratic Equation_36_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1d6880>>
Quadratic Equation_36_9,-x + tan(1),tensor(0.3499),-2.4526112195703433
Quadratic Equation_36_10,2*x + sin(4),tensor(0.2587),-7.211341071373333
Quadratic Equation_36_11,exp(x + 1),tensor(0.3358),-2.9116360171740188
Quadratic Equation_36_12,2*x + exp(x),tensor(0.2882),-5.1001758569449835
Quadratic Equation_36_13,x/tan(3),tensor(0.3214),-3.4596596116412455
Quadratic Equation_36_14,x*(x + tan(1)),tensor(0.2867),-5.188169476298204
Quadratic Equation_36_15,-x + tan(x),tensor(0.2892),-5.040248103194918
Quadratic Equation_36_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0b0c40>>
Quadratic Equation_36_17,exp(x) + acos(x),tensor(0.3814),-1.6299339404615414
Quadratic Equation_36_18,-tan(x),tensor(0.3020),-4.344068855747488
Quadratic Equation_36_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c08a730>>
Quadratic Equation_36_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e9006c310>>
Quadratic Equation_36_21,x*tan(x)**4,tensor(0.2764),-5.854898035391269
Quadratic Equation_36_22,x*(-x**2 + x) + x,tensor(0.2980),-4.550355969815236
Quadratic Equation_36_23,x*(x + cosh(x)),tensor(0.2890),-5.052758654834086
Quadratic Equation_36_24,2*x**2 - x,tensor(0.3217),-3.446073506679727
Quadratic Equation_36_25,x**2,tensor(0.3017),-4.359611987065281
Quadratic Equation_36_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76117df0>>
Quadratic Equation_36_27,x*acosh(x),tensor(0.),0
Quadratic Equation_36_28,3*x + 1,tensor(0.2851),-5.288010616694173
Quadratic Equation_36_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7aa90>>
Quadratic Equation_36_30,3*x/2,tensor(0.2786),-5.7051990934572006
Quadratic Equation_36_31,exp(2*x),tensor(0.3059),-4.146768102372607
Quadratic Equation_36_32,x**3 + sin(x),tensor(0.2784),-5.715359557137081
Quadratic Equation_36_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec040d00>>
Quadratic Equation_36_34,5*x**4/4,tensor(0.2993),-4.482804526052109
Quadratic Equation_36_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76284fd0>>
Quadratic Equation_36_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765483d0>>
Quadratic Equation_36_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1d6c70>>
Quadratic Equation_36_38,x*(x + tan(2)),tensor(0.3200),-3.5175301603770315
Quadratic Equation_36_39,x**2/cos(x),tensor(0.3060),-4.14170713996956
Quadratic Equation_36_40,3*asin(x),tensor(0.2602),-7.0810416669353735
Quadratic Equation_36_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c17e640>>
Quadratic Equation_36_42,2*x**2,tensor(0.3119),-3.869089981498841
Quadratic Equation_36_43,x + exp(2*x),tensor(0.2923),-4.859685195529599
Quadratic Equation_36_44,x**2*tan(1),tensor(0.3073),-4.080365697469872
Quadratic Equation_36_45,4*x**2*exp(x),tensor(0.3059),-4.148853520866812
Quadratic Equation_36_46,6*x**2,tensor(0.3523),-2.3792704461955894
Quadratic Equation_36_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765c9c70>>
Quadratic Equation_36_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7647af40>>
Quadratic Equation_36_49,3*x**2,tensor(0.3222),-3.4257948246286505
Quadratic Equation_36_50,3*cosh(x),tensor(0.4130),-1.0201549113308315
Quadratic Equation_36_51,2*x*cos(x),tensor(0.2793),-5.661213281693057
Quadratic Equation_36_52,cos(x) + 1,tensor(0.3454),-2.592506498378366
Quadratic Equation_36_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7634dfa0>>
Quadratic Equation_36_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1ae6a0>>
Quadratic Equation_36_55,-x**2/2 + sin(x),tensor(0.2794),-5.652176960052819
Quadratic Equation_36_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7627bdc0>>
Quadratic Equation_36_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dbf74c0>>
Quadratic Equation_36_58,log(5)*log(x),tensor(0.),0
Quadratic Equation_36_59,sin(x)**3,tensor(0.2880),-5.111403602972247
Quadratic Equation_36_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765484f0>>
Quadratic Equation_36_61,4*exp(x),tensor(0.3353),-2.9309432892861875
Quadratic Equation_36_62,2*x + exp(x),tensor(0.2882),-5.1001758569449835
Quadratic Equation_36_63,x*sinh(x) + x,tensor(0.2931),-4.814839010547891
Quadratic Equation_36_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7645ecd0>>
Quadratic Equation_36_65,x - tan(x),tensor(0.2941),-4.762419018894311
Quadratic Equation_36_66,-atanh(x),tensor(0.3033),-4.278525352314873
Quadratic Equation_36_67,exp(4*x),tensor(0.1821),-19.162912055647748
Quadratic Equation_36_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7623feb0>>
Quadratic Equation_36_69,x*(x + acos(x)),tensor(0.2764),-5.852999382025405
Quadratic Equation_36_70,3*cos(x),tensor(0.3665),-1.9876927399255537
Quadratic Equation_36_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7abb0>>
Quadratic Equation_36_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7a790>>
Quadratic Equation_36_73,-x + tan(x),tensor(0.2892),-5.040248103194918
Quadratic Equation_36_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76273eb0>>
Quadratic Equation_36_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76273ac0>>
Quadratic Equation_36_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76273850>>
Quadratic Equation_36_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76273b80>>
Quadratic Equation_36_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76273940>>
Quadratic Equation_36_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e762734c0>>
Quadratic Equation_36_80,-2*cos(x),tensor(0.2540),-7.623723912424287
Quadratic Equation_36_81,asinh(x/4),tensor(0.2896),-5.018973462770689
Quadratic Equation_36_82,-x - cos(x),tensor(0.2782),-5.73222010625876
Quadratic Equation_36_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76548df0>>
Quadratic Equation_36_84,1,tensor(0.),0
Quadratic Equation_36_85,-2*x**4,tensor(0.2795),-5.643868297483943
Quadratic Equation_36_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c17e4c0>>
Quadratic Equation_36_87,x*(x + 1),tensor(0.2922),-4.869783928383459
Quadratic Equation_36_88,x/2,tensor(0.2874),-5.147050734349572
Quadratic Equation_36_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7645e310>>
Quadratic Equation_36_90,x - exp(x),tensor(0.2640),-6.771247756223179
Quadratic Equation_36_91,x**2 + x + 4,tensor(0.4135),-1.011530980322418
Quadratic Equation_36_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0892e0>>
Quadratic Equation_36_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0893a0>>
Quadratic Equation_36_94,sin(x + 2),tensor(0.3158),-3.6946103369209524
Quadratic Equation_36_95,x**4/4,tensor(0.2932),-4.81124891089916
Quadratic Equation_36_96,x + sinh(x) + 4,tensor(0.3720),-1.850860210002414
Quadratic Equation_36_97,sin(x) + 4,tensor(0.4029),-1.195666925120113
Quadratic Equation_36_98,2*x + tan(1),tensor(0.3101),-3.9478439316862506
Quadratic Equation_36_99,2*tanh(x),tensor(0.2770),-5.814696430295665
Quadratic Equation_36_100,x*sinh(1),tensor(0.2815),-5.515321029326073
Quadratic Equation_36_101,x*asin(x),tensor(0.3034),-4.270092445786055
Quadratic Equation_36_102,x*tan(2) + x,tensor(0.3012),-4.3838101564361205
Quadratic Equation_36_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac124370>>
Quadratic Equation_36_104,2*x**2 - 2*x,tensor(0.3306),-3.1014151292798484
Quadratic Equation_36_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1aedf0>>
Quadratic Equation_36_106,(x + 4)**4,tensor(0.0096),-10749.69974215277
Quadratic Equation_36_107,5*x/32,tensor(0.2904),-4.97328458946067
Quadratic Equation_36_108,cos(x + 4),tensor(0.2733),-6.068695111412354
Quadratic Equation_36_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac568550>>
Quadratic Equation_36_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765c99d0>>
Quadratic Equation_36_111,x + exp(-1),tensor(0.2919),-4.884785379926523
Quadratic Equation_36_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac120970>>
Quadratic Equation_36_113,9*x/4,tensor(0.2718),-6.175232864219295
Quadratic Equation_36_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7647aaf0>>
Quadratic Equation_36_115,x,tensor(0.2830),-5.416330151725984
Quadratic Equation_36_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2ab8e0>>
Quadratic Equation_36_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec057850>>
Quadratic Equation_36_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac263130>>
Quadratic Equation_36_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1d65b0>>
