 Nguyen-2_0_0,2*asin(x) + atanh(x),tensor(0.4083),-1.0999443294539586
 Nguyen-2_62_118,exp(x) + sin(x),tensor(0.6056),0.5759976085826781
 Nguyen-2_62_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76191280>>
 Nguyen-2_62_120,x**2 + 2*x + sin(x),tensor(0.5555),0.3594697041583327
 Nguyen-2_62_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da17dc0>>
 Nguyen-2_62_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760d0e80>>
 Nguyen-2_62_123,x*(3 - x),tensor(0.4108),-1.056920469240723
 Nguyen-2_62_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac40edf0>>
 Nguyen-2_62_125,x**2 + log(x),tensor(0.),0
 Nguyen-2_62_126,2*tan(x),tensor(0.5201),0.14885914905206055
 Nguyen-2_62_127,x + 4,tensor(0.2430),-8.70552807680437
 Nguyen-2_63_0,2 - exp(x),tensor(0.3800),-1.6621786288045826
 Nguyen-2_63_1,tanh(2*x),tensor(0.5601),0.3833768565435518
 Nguyen-2_63_2,x**3 + 2*x,tensor(0.5170),0.1274777647897536
 Nguyen-2_63_3,x*(4*x + 5),tensor(0.3392),-2.7968007944105255
 Nguyen-2_63_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6deb9d60>>
 Nguyen-2_63_5,x*(x + sinh(x)),tensor(0.5219),0.16098996745777916
 Nguyen-2_63_6,log(x),tensor(0.),0
 Nguyen-2_63_7,x**2*(2*x + 1),tensor(0.7207),0.8498868514345732
 Nguyen-2_63_8,log(x + 5),tensor(0.4264),-0.8094641024716589
 Nguyen-2_63_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec040e50>>
 Nguyen-2_63_10,-x*log(x) - x,tensor(0.),0
 Nguyen-2_63_11,2*x**2 - exp(x),tensor(0.3784),-1.699027943376234
 Nguyen-2_63_12,1/(x + 1),tensor(0.1552),-28.623957698552992
 Nguyen-2_63_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da17460>>
 Nguyen-2_63_14,x*(1 - x),tensor(0.4621),-0.3544824768679369
 Nguyen-2_63_15,(x + 1)/x,tensor(0.1731),-21.81046552400815
 Nguyen-2_63_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687bb700>>
 Nguyen-2_63_17,x + cos(x),tensor(0.5730),0.44480099934865325
 Nguyen-2_63_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc16cd00>>
 Nguyen-2_63_19,x**5,tensor(0.5233),0.17022229980263082
 Nguyen-2_63_20,x*(x + sin(x)) + x,tensor(0.7220),0.8517959386602809
 Nguyen-2_63_21,x + cos(x),tensor(0.5730),0.44480099934865325
 Nguyen-2_63_22,x + sin(x + 1),tensor(0.6180),0.6177723665520758
 Nguyen-2_63_23,2*x**2,tensor(0.5245),0.17817825485251748
 Nguyen-2_63_24,-x*(x + 4),tensor(0.2430),-8.703017157302066
 Nguyen-2_63_25,x*(2*x**2 + asin(x)),tensor(0.7586),0.8987703889809882
 Nguyen-2_63_26,4*x*tan(3),tensor(0.4302),-0.75477782992116
 Nguyen-2_63_27,2*x + tan(4),tensor(0.5832),0.48929275754919177
 Nguyen-2_63_28,8*x**5,tensor(0.3753),-1.7697802230524804
 Nguyen-2_63_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec040940>>
 Nguyen-2_63_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69d136d0>>
 Nguyen-2_63_31,x**2 + 2*x,tensor(0.7072),0.8286273863879683
 Nguyen-2_63_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da17d60>>
 Nguyen-2_63_33,x**2/(x + 3),tensor(0.4907),-0.07702753597656797
 Nguyen-2_63_34,tan(3*x + 4),tensor(0.2515),-7.856203978583068
 Nguyen-2_63_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df3de80>>
 Nguyen-2_63_36,2*tan(x),tensor(0.5201),0.14885914905206055
 Nguyen-2_63_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc92670>>
 Nguyen-2_63_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687bb580>>
 Nguyen-2_63_39,x**2 + x - cos(x),tensor(0.5064),0.04987410492844446
 Nguyen-2_63_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd38520>>
 Nguyen-2_63_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfcd90>>
 Nguyen-2_63_42,x*exp(3),tensor(0.0907),-99.49490488549037
 Nguyen-2_63_43,x - 5*log(x),tensor(0.),0
 Nguyen-2_63_44,log(x),tensor(0.),0
 Nguyen-2_63_45,3*x**3 + x,tensor(0.4925),-0.06204034796665958
 Nguyen-2_63_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bf310>>
 Nguyen-2_63_47,x*cosh(log(x)),tensor(0.),0
 Nguyen-2_63_48,-sin(x),tensor(0.4042),-1.1735966165666811
 Nguyen-2_63_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfcee0>>
 Nguyen-2_63_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac40e970>>
 Nguyen-2_63_51,x + 2*acosh(x),tensor(0.),0
 Nguyen-2_63_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68ebdd00>>
 Nguyen-2_63_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac159910>>
 Nguyen-2_63_54,x**3*(x + 3),tensor(0.6669),0.7504217163670903
 Nguyen-2_63_55,x*cos(2),tensor(0.4431),-0.5793836084142481
 Nguyen-2_63_56,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_63_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68941e20>>
 Nguyen-2_63_58,x - 1,tensor(0.3990),-1.2690059156083047
 Nguyen-2_63_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df3dcd0>>
 Nguyen-2_63_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dbe1100>>
 Nguyen-2_63_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da57310>>
 Nguyen-2_63_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da57af0>>
 Nguyen-2_63_63,x*(x**2 + 2*x),tensor(0.6309),0.657842912092448
 Nguyen-2_63_64,x**3 - 5*x,tensor(0.2359),-9.489434869915053
 Nguyen-2_63_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0ef520>>
 Nguyen-2_63_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b635e0>>
 Nguyen-2_63_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd38310>>
 Nguyen-2_63_68,5*x + log(x),tensor(0.),0
 Nguyen-2_63_69,x + sin(x),tensor(0.5628),0.39657388510876745
 Nguyen-2_63_70,E*x,tensor(0.5017),0.01377499667438331
 Nguyen-2_63_71,6*x**2 + 4*x,tensor(0.3262),-3.2681283523259452
 Nguyen-2_63_72,x + sin(x) + tan(x),tensor(0.4610),-0.3671861814306885
 Nguyen-2_63_73,x*sin(3) + x,tensor(0.5686),0.4243873773930893
 Nguyen-2_63_74,x**2*exp(x),tensor(0.6622),0.739791835631056
 Nguyen-2_63_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c074d00>>
 Nguyen-2_63_76,x*cosh(x + 1),tensor(0.7699),0.9107064563943769
 Nguyen-2_63_77,8,tensor(0.),0
 Nguyen-2_63_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc16c7f0>>
 Nguyen-2_63_79,4*x**3,tensor(0.5152),0.11472401650468678
 Nguyen-2_63_80,2*sinh(3*x),tensor(0.1295),-44.19198005964762
 Nguyen-2_63_81,x**2*(x + sin(x)),tensor(0.5749),0.45332818421952104
 Nguyen-2_63_82,3*x - 2,tensor(0.2796),-5.637246690931187
 Nguyen-2_63_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc03f8e0>>
 Nguyen-2_63_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc16cd30>>
 Nguyen-2_63_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc16cca0>>
 Nguyen-2_63_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e47c0>>
 Nguyen-2_63_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e4af0>>
 Nguyen-2_63_88,x + log(x**2) - log(cos(x)),tensor(0.3218),-3.4411830263881207
 Nguyen-2_63_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3dc8b0>>
 Nguyen-2_63_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687bb670>>
 Nguyen-2_63_91,2*x - 2*log(x),tensor(0.),0
 Nguyen-2_63_92,x*(x*sin(x) + x),tensor(0.6111),0.594912399456279
 Nguyen-2_63_93,x*asin(x)**2,tensor(0.5589),0.3773421372130974
 Nguyen-2_63_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e695a5af0>>
 Nguyen-2_63_95,x*acosh(x) + x,tensor(0.),0
 Nguyen-2_63_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68a45670>>
 Nguyen-2_63_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76142eb0>>
 Nguyen-2_63_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c1e0c10>>
 Nguyen-2_63_99,(x + 3)/x,tensor(0.0659),-199.93298478832452
 Nguyen-2_63_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7650b220>>
 Nguyen-2_63_101,x*cos(1/x),tensor(0.4990),-0.008344119833677999
 Nguyen-2_63_102,x*acos(x),tensor(0.4462),-0.540637731798824
 Nguyen-2_63_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6903b640>>
 Nguyen-2_63_104,4*cosh(x),tensor(0.2035),-14.323516693778256
 Nguyen-2_63_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6903bd30>>
 Nguyen-2_63_106,-x + tan(5),tensor(0.2148),-12.360759052339985
 Nguyen-2_63_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6deb9c10>>
 Nguyen-2_63_108,x*(x - 1) + x,tensor(0.5240),0.17513510863725723
 Nguyen-2_63_109,x**2 + x + log(x),tensor(0.),0
 Nguyen-2_63_110,4*x**3 - x,tensor(0.5549),0.35671017434457974
 Nguyen-2_63_111,1,tensor(0.),0
 Nguyen-2_63_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0ec610>>
 Nguyen-2_63_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1ae100>>
 Nguyen-2_63_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689416a0>>
 Nguyen-2_63_115,x**4*(x + sin(x)),tensor(0.5528),0.3457823059565276
 Nguyen-2_63_116,(x + 2)/x,tensor(0.0957),-88.38120488435165
 Nguyen-2_63_117,x*(3*x**3 + x),tensor(0.4777),-0.19520525870426741
 Nguyen-2_63_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bf100>>
 Nguyen-2_63_119,x - sin(x),tensor(0.4896),-0.08669757371774844
 Nguyen-2_63_120,x**2*cos(5),tensor(0.4951),-0.03983121288952107
 Nguyen-2_63_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b63d90>>
 Nguyen-2_63_122,sinh(4*x),tensor(0.1093),-65.38353057685713
 Nguyen-2_63_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764e4370>>
 Nguyen-2_63_124,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_63_125,x*(4 - x),tensor(0.3559),-2.274250579258495
 Nguyen-2_63_126,tanh(x + 2),tensor(0.4883),-0.09800811707313994
 Nguyen-2_63_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c074910>>
 Nguyen-2_64_0,3*tan(x),tensor(0.4063),-1.1353782282761253
 Nguyen-2_64_1,sinh(2*x),tensor(0.4869),-0.11049813595900937
 Nguyen-2_64_2,x*cosh(x) - sin(x),tensor(0.5214),0.15728512205041134
 Nguyen-2_64_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b63790>>
 Nguyen-2_64_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ab8580>>
 Nguyen-2_64_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da172b0>>
 Nguyen-2_64_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da173d0>>
 Nguyen-2_64_7,4*x*cos(2),tensor(0.3518),-2.3953531288361654
 Nguyen-2_64_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac40ef40>>
 Nguyen-2_64_9,6*x**2 + tan(x),tensor(0.3558),-2.2771595212915057
 Nguyen-2_64_10,x*acos(x),tensor(0.4462),-0.540637731798824
 Nguyen-2_64_11,2*x + exp(x) + 3,tensor(0.2385),-9.198062929798207
 Nguyen-2_64_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e4d60>>
 Nguyen-2_64_13,x + cos(x + 5),tensor(0.6014),0.5605446681385302
 Nguyen-2_64_14,x*(2*x + 1) + x,tensor(0.7934),0.9322282584440574
 Nguyen-2_64_15,cosh(5)/x,tensor(0.0028),-123712.06437127155
 Nguyen-2_64_16,x + tan(2*x),tensor(0.2357),-9.516203986264653
 Nguyen-2_64_17,sinh(2*x),tensor(0.4869),-0.11049813595900937
 Nguyen-2_64_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76191e80>>
 Nguyen-2_64_19,4*x**3 + x,tensor(0.4337),-0.7046695505561262
 Nguyen-2_64_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e900ed8e0>>
 Nguyen-2_64_21,x**2/cos(x),tensor(0.5352),0.2458734734721456
 Nguyen-2_64_22,x/(x + 2),tensor(0.5066),0.05170977951088318
 Nguyen-2_64_23,3*x + 5,tensor(0.2042),-14.1845692311241
 Nguyen-2_64_24,-3*x + 3*log(cos(x)),tensor(0.2672),-6.523343652362249
 Nguyen-2_64_25,x - 1/log(cos(x)),tensor(0.0061),-26874.649448859036
 Nguyen-2_64_26,zoo,tensor(0.),0
 Nguyen-2_64_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69653100>>
 Nguyen-2_64_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc16cb80>>
 Nguyen-2_64_29,-x/tan(1),tensor(0.4243),-0.8413434132680484
 Nguyen-2_64_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76191b50>>
 Nguyen-2_64_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c046cd0>>
 Nguyen-2_64_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c046d00>>
 Nguyen-2_64_33,cos(x + 4),tensor(0.4634),-0.34130910184061225
 Nguyen-2_64_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dbe1520>>
 Nguyen-2_64_35,x**2 + 4*x,tensor(0.4252),-0.827509972744999
 Nguyen-2_64_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0ef3d0>>
 Nguyen-2_64_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dea01c0>>
 Nguyen-2_64_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6954fa90>>
 Nguyen-2_64_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68db4f10>>
 Nguyen-2_64_40,-3*x + 3*sin(x),tensor(0.4517),-0.47401548933214466
 Nguyen-2_64_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68db46d0>>
 Nguyen-2_64_42,x**3 + x,tensor(0.5824),0.4858553303518256
 Nguyen-2_64_43,2/x**2,tensor(0.0061),-26902.773405313375
 Nguyen-2_64_44,x**2 + sin(x),tensor(0.6664),0.7494335509746841
 Nguyen-2_64_45,2*x**4,tensor(0.5378),0.2612054496775552
 Nguyen-2_64_46,4*x + cos(x),tensor(0.4143),-0.997773007386906
 Nguyen-2_64_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60a83cd0>>
 Nguyen-2_64_48,x**4,tensor(0.5187),0.13886466317124735
 Nguyen-2_64_49,log(cos(x)),tensor(0.4465),-0.5365889875746368
 Nguyen-2_64_50,x**2*(x + 1)**2,tensor(0.7963),0.934543644486019
 Nguyen-2_64_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bf460>>
 Nguyen-2_64_52,5*x*(x + 2),tensor(0.1802),-19.707219591207675
 Nguyen-2_64_53,3*x*(x + 2),tensor(0.2984),-4.529985458192706
 Nguyen-2_64_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764aa550>>
 Nguyen-2_64_55,x**2 + x*log(2),tensor(0.6328),0.6631380262840157
 Nguyen-2_64_56,asinh(x) + 1/x,tensor(0.1736),-21.657034665987496
 Nguyen-2_64_57,5/x,tensor(0.0408),-552.5984787411999
 Nguyen-2_64_58,-sin(x - 3),tensor(0.5684),0.4234256395627518
 Nguyen-2_64_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761421f0>>
 Nguyen-2_64_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49d970>>
 Nguyen-2_64_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698bc6a0>>
 Nguyen-2_64_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698bc8b0>>
 Nguyen-2_64_63,-1,tensor(0.),0
 Nguyen-2_64_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3dca90>>
 Nguyen-2_64_65,x**2*tan(1),tensor(0.5309),0.21952864448445686
 Nguyen-2_64_66,x*(asin(x) + 1/x),tensor(0.4489),-0.507025007415836
 Nguyen-2_64_67,3*x**3 + x,tensor(0.4925),-0.06204034796665958
 Nguyen-2_64_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b30c70>>
 Nguyen-2_64_69,5*tan(2*x),tensor(0.0604),-241.00707540237295
 Nguyen-2_64_70,x**4 + sin(x),tensor(0.6402),0.6840249562658891
 Nguyen-2_64_71,tan(3)/x,tensor(0.4197),-0.9115367167344057
 Nguyen-2_64_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6969edf0>>
 Nguyen-2_64_73,sin(2*x + 3),tensor(0.3761),-1.751162791964842
 Nguyen-2_64_74,(x + 1)**2,tensor(0.5789),0.47076079942641536
 Nguyen-2_64_75,2*x + 2,tensor(0.4301),-0.7557490550201218
 Nguyen-2_64_76,3*x*exp(x),tensor(0.4214),-0.8850201967803002
 Nguyen-2_64_77,3*x*atanh(x),tensor(0.3795),-1.6739548234666017
 Nguyen-2_64_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1aeb80>>
 Nguyen-2_64_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac159370>>
 Nguyen-2_64_80,x*(2*x**2 + x) + x,tensor(0.6773),0.7730544211072817
 Nguyen-2_64_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b63fd0>>
 Nguyen-2_64_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687bbf70>>
 Nguyen-2_64_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dea08e0>>
 Nguyen-2_64_84,x*sinh(1),tensor(0.5700),0.43069731031889347
 Nguyen-2_64_85,2*x - exp(x),tensor(0.3677),-1.9569350937791352
 Nguyen-2_64_86,log(x**3),tensor(0.),0
 Nguyen-2_64_87,-x + exp(4*x),tensor(0.0840),-118.0148245133296
 Nguyen-2_64_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b63280>>
 Nguyen-2_64_89,x*cos(x + 2),tensor(0.4167),-0.9591030802251872
 Nguyen-2_64_90,x*(x + cos(4)),tensor(0.4463),-0.539207743271557
 Nguyen-2_64_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0efc70>>
 Nguyen-2_64_92,x + 2,tensor(0.4136),-1.0097709814334004
 Nguyen-2_64_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60a83400>>
 Nguyen-2_64_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bf400>>
 Nguyen-2_64_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bfd30>>
 Nguyen-2_64_96,x*(5 - x),tensor(0.3076),-4.068988098497187
 Nguyen-2_64_97,2*x*cos(1),tensor(0.5659),0.41153060568658983
 Nguyen-2_64_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1ae1c0>>
 Nguyen-2_64_99,2*(x + 1)*exp(x),tensor(0.2684),-6.430536161502981
 Nguyen-2_64_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6954fbb0>>
 Nguyen-2_64_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68db45e0>>
 Nguyen-2_64_102,10*x**2,tensor(0.2155),-12.258557504061322
 Nguyen-2_64_103,x*(3*x + 2),tensor(0.6422),0.6896879935935929
 Nguyen-2_64_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d029a0>>
 Nguyen-2_64_105,x*(x + 5) + x,tensor(0.2935),-4.793276968761646
 Nguyen-2_64_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68fe6d30>>
 Nguyen-2_64_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901729a0>>
 Nguyen-2_64_108,x*cos(x) + 2*x,tensor(0.4984),-0.01323618542607119
 Nguyen-2_64_109,-sin(x),tensor(0.4042),-1.1735966165666811
 Nguyen-2_64_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b30ca0>>
 Nguyen-2_64_111,5*x**2,tensor(0.3704),-1.8895391279410219
 Nguyen-2_64_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac20f130>>
 Nguyen-2_64_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6895de80>>
 Nguyen-2_64_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6895dbb0>>
 Nguyen-2_64_115,-x + exp(x),tensor(0.4782),-0.19021673255028437
 Nguyen-2_64_116,x**3*acos(x),tensor(0.4695),-0.2767719402376443
 Nguyen-2_64_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b308b0>>
 Nguyen-2_64_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c162dc0>>
 Nguyen-2_64_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c162190>>
