Absolute Value_0_0,x + tan(x),tensor(0.1743),-21.433991330247977
Absolute Value_14_63,x*(x**2 - exp(x)),tensor(0.2554),-7.4996073085777635
Absolute Value_14_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400eab80>>
Absolute Value_14_65,x**5 + x + sin(x),tensor(0.1732),-21.782133789622048
Absolute Value_14_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276fc130>>
Absolute Value_14_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403dfbe0>>
Absolute Value_14_68,(2*x**3 + x)**2,tensor(0.1167),-56.339036187177975
Absolute Value_14_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158e80>>
Absolute Value_14_70,x**5 + x + 3,tensor(0.1002),-79.68129156902745
Absolute Value_14_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0cbe80>>
Absolute Value_14_72,-x**2 + 2*x,tensor(0.1934),-16.39077941013182
Absolute Value_14_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941e2d90>>
Absolute Value_14_74,log(x)/x,tensor(0.),0
Absolute Value_14_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc081700>>
Absolute Value_14_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ef940>>
Absolute Value_14_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc198250>>
Absolute Value_14_78,-1/x,tensor(0.0035),-81746.83849854913
Absolute Value_14_79,x**15/15,tensor(0.2173),-11.969527323758857
Absolute Value_14_80,cosh(2*x + 1),tensor(0.0945),-90.8421326204856
Absolute Value_14_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ba310>>
Absolute Value_14_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ba850>>
Absolute Value_14_83,x*log(x) + 2*x,tensor(0.),0
Absolute Value_14_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941583d0>>
Absolute Value_14_85,-2*log(cos(x)),tensor(0.1899),-17.198388233146318
Absolute Value_14_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941cc6a0>>
Absolute Value_14_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941cc850>>
Absolute Value_14_88,x*cos(x)/5,tensor(0.2156),-12.235765045117722
Absolute Value_14_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc067190>>
Absolute Value_14_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0659d0>>
Absolute Value_14_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0655e0>>
Absolute Value_14_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05fd30>>
Absolute Value_14_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05ff70>>
Absolute Value_14_94,-4/x,tensor(0.0009),-1308037.7565043462
Absolute Value_14_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40169790>>
Absolute Value_14_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480c70a0>>
Absolute Value_14_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480c7a30>>
Absolute Value_14_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f1430>>
Absolute Value_14_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276f5d90>>
Absolute Value_14_100,x*(x - 3) - x,tensor(0.1633),-25.241308887141187
Absolute Value_14_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403dfd90>>
Absolute Value_14_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0dbd00>>
Absolute Value_14_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0ee490>>
Absolute Value_14_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc129c10>>
Absolute Value_14_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc129bb0>>
Absolute Value_14_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc129f40>>
Absolute Value_14_107,x*exp(1 - x),tensor(0.1619),-25.791667588788435
Absolute Value_14_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0ee8b0>>
Absolute Value_14_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0dba90>>
Absolute Value_14_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0cb340>>
Absolute Value_14_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0cbd60>>
Absolute Value_14_112,x - cosh(x),tensor(0.2892),-5.043688061418527
Absolute Value_14_113,1645*x**3,tensor(0.0009),-1157339.5896841437
Absolute Value_14_114,2*x**2 + x,tensor(0.1638),-25.042567434695336
Absolute Value_14_115,5*x**5,tensor(0.1705),-22.665949969546524
Absolute Value_14_116,5*x*(x + 2),tensor(0.0724),-163.2958382177842
Absolute Value_14_117,-cosh(x),tensor(0.3626),-2.0910722161330737
Absolute Value_14_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09c910>>
Absolute Value_14_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4014b430>>
Absolute Value_14_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b1d90>>
Absolute Value_14_121,4*x*cos(x),tensor(0.1620),-25.756418730069537
Absolute Value_14_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c6df0>>
Absolute Value_14_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27745460>>
Absolute Value_14_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b4310>>
Absolute Value_14_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc197070>>
Absolute Value_14_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0d0310>>
Absolute Value_14_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc067400>>
Absolute Value_15_0,cos(x + 3),tensor(0.3123),-3.847298343781323
Absolute Value_15_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2767e400>>
Absolute Value_15_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc045640>>
Absolute Value_15_3,2*x + sinh(x),tensor(0.1581),-27.35696090182529
Absolute Value_15_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27505e20>>
Absolute Value_15_5,4*x,tensor(0.1422),-35.39284643587079
Absolute Value_15_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06a2b0>>
Absolute Value_15_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2767e640>>
Absolute Value_15_8,x*cos(8) + x,tensor(0.2038),-14.267286635415664
Absolute Value_15_9,10*x**2,tensor(0.0862),-111.48374178932836
Absolute Value_15_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2754de50>>
Absolute Value_15_11,4*x*log(x) + x,tensor(0.),0
Absolute Value_15_12,-2*sin(x),tensor(0.2180),-11.86180558032717
Absolute Value_15_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c6760>>
Absolute Value_15_14,x**5 + 3*x**2,tensor(0.1518),-30.22083279129412
Absolute Value_15_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941cc3a0>>
Absolute Value_15_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f5d30>>
Absolute Value_15_17,x**2 + sin(x) - cos(x),tensor(0.2346),-9.648948121443963
Absolute Value_15_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0605b0>>
Absolute Value_15_19,x*(x**2 + x)**3,tensor(0.1520),-30.106624001271726
Absolute Value_15_20,3*cos(4*x),tensor(0.1762),-20.844248359104995
Absolute Value_15_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc171460>>
Absolute Value_15_22,x**3/3,tensor(0.2148),-12.367126766746532
Absolute Value_15_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05f610>>
Absolute Value_15_24,x*(-x - 2) + x,tensor(0.2533),-7.686256197405511
Absolute Value_15_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05c460>>
Absolute Value_15_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0fcd30>>
Absolute Value_15_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0fc910>>
Absolute Value_15_28,4*x + sin(x/3),tensor(0.1369),-38.752862021261166
Absolute Value_15_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0fcd90>>
Absolute Value_15_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0fcb20>>
Absolute Value_15_31,2*log(x + 4) - cos(x),tensor(0.1261),-47.06458320831881
Absolute Value_15_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1430a0>>
Absolute Value_15_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143d90>>
Absolute Value_15_34,1/sin(x),tensor(0.0035),-81792.84587051795
Absolute Value_15_35,x + 5/x,tensor(0.0007),-2044086.1901241948
Absolute Value_15_36,x*(3 - x),tensor(0.1687),-23.293936548337193
Absolute Value_15_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0bb0>>
Absolute Value_15_38,x*(x + sin(x))*sin(x),tensor(0.2002),-14.968964488449467
Absolute Value_15_39,1,tensor(0.),0
Absolute Value_15_40,x**2*exp(x),tensor(0.1789),-20.07061907852015
Absolute Value_15_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a30d0>>
Absolute Value_15_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc171370>>
Absolute Value_15_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc171280>>
Absolute Value_15_44,sqrt(x)/6,tensor(0.),0
Absolute Value_15_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143880>>
Absolute Value_15_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc067670>>
Absolute Value_15_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc067e20>>
Absolute Value_15_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc067280>>
Absolute Value_15_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0674c0>>
Absolute Value_15_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc067ca0>>
Absolute Value_15_51,x**2 - 3*x,tensor(0.1789),-20.056566224000953
Absolute Value_15_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0fc1c0>>
Absolute Value_15_53,x + log(x),tensor(0.),0
Absolute Value_15_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc103640>>
Absolute Value_15_55,x*exp(2),tensor(0.0998),-80.30926752761167
Absolute Value_15_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763ca30>>
Absolute Value_15_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158070>>
Absolute Value_15_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05c370>>
Absolute Value_15_59,2*x*exp(x) + x,tensor(0.1304),-43.43307078239692
Absolute Value_15_60,exp(x/2),tensor(0.1545),-28.929259319341583
Absolute Value_15_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0af160>>
Absolute Value_15_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc144a60>>
Absolute Value_15_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0992b0>>
Absolute Value_15_64,x*cos(2)/2,tensor(0.2198),-11.604145478197166
Absolute Value_15_65,x + sin(x),tensor(0.1823),-19.114604520730378
Absolute Value_15_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941cc790>>
Absolute Value_15_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c6850>>
Absolute Value_15_68,-cos(x)/4,tensor(0.2354),-9.551931245361345
Absolute Value_15_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0d3e20>>
Absolute Value_15_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f5850>>
Absolute Value_15_71,5*sin(2*x),tensor(0.1069),-68.744081049485
Absolute Value_15_72,30*x**2,tensor(0.0372),-670.1610961891064
Absolute Value_15_73,2*x + 2,tensor(0.1174),-55.51073345590095
Absolute Value_15_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09baf0>>
Absolute Value_15_75,x + (x + 2)*exp(x),tensor(0.0922),-95.98425438658157
Absolute Value_15_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27505fd0>>
Absolute Value_15_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0f2d00>>
Absolute Value_15_78,log(x**2),tensor(0.2151),-12.316906757553538
Absolute Value_15_79,x*(x*sin(x) + x),tensor(0.1874),-17.797900145806363
Absolute Value_15_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f1040>>
Absolute Value_15_81,x**2*asinh(x),tensor(0.2091),-13.310998458684804
Absolute Value_15_82,x*(x + tanh(x)),tensor(0.1750),-21.23250203294215
Absolute Value_15_83,x*sin(x**2),tensor(0.2091),-13.30949315947789
Absolute Value_15_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1e2940>>
Absolute Value_15_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc144dc0>>
Absolute Value_15_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc163c40>>
Absolute Value_15_87,x*(x*cos(1) + x),tensor(0.1810),-19.46959343970006
Absolute Value_15_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc103190>>
Absolute Value_15_89,x**2,tensor(0.1929),-16.50728643647005
Absolute Value_15_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc099be0>>
Absolute Value_15_91,x**3*acosh(x),tensor(0.),0
Absolute Value_15_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc1732b0>>
Absolute Value_15_93,sin(x + 2),tensor(0.1712),-22.444932029285994
Absolute Value_15_94,4*x*sin(x),tensor(0.1449),-33.798998620086046
Absolute Value_15_95,x**2/cos(5),tensor(0.1457),-33.357205886239456
Absolute Value_15_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0eeeb0>>
Absolute Value_15_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc1712e0>>
Absolute Value_15_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ba5e0>>
Absolute Value_15_99,log(3*x**2),tensor(0.1965),-15.721329221943606
Absolute Value_15_100,x*tan(2)**3,tensor(0.0899),-101.42452005780625
Absolute Value_15_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05c280>>
Absolute Value_15_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05cf40>>
Absolute Value_15_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc069610>>
Absolute Value_15_104,x**2,tensor(0.1929),-16.50728643647005
Absolute Value_15_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143b80>>
Absolute Value_15_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143100>>
Absolute Value_15_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143970>>
Absolute Value_15_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143700>>
Absolute Value_15_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143280>>
Absolute Value_15_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143f10>>
Absolute Value_15_111,3*x**5,tensor(0.1918),-16.761320754417618
Absolute Value_15_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc129d30>>
Absolute Value_15_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc197970>>
Absolute Value_15_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc197c10>>
