 Nguyen-5_0_0,x + tan(x),tensor(0.2285),-10.400959550225325
 Nguyen-5_16_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab550>>
 Nguyen-5_16_84,2*x + tanh(x),tensor(0.2014),-14.718300394581613
 Nguyen-5_16_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481aa8e0>>
 Nguyen-5_16_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05aba60>>
 Nguyen-5_16_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab2b0>>
 Nguyen-5_16_88,x - atanh(x),tensor(0.2377),-9.2842307782721
 Nguyen-5_16_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481e6c10>>
 Nguyen-5_16_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481df490>>
 Nguyen-5_16_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cc250>>
 Nguyen-5_16_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588048c10>>
 Nguyen-5_16_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588048d60>>
 Nguyen-5_16_94,-sin(x),tensor(0.2159),-12.185160318419168
 Nguyen-5_16_95,2*sqrt(x) + x,tensor(0.),0
 Nguyen-5_16_96,sqrt(x) + 2*x,tensor(0.),0
 Nguyen-5_16_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080be940>>
 Nguyen-5_16_98,x + cos(3),tensor(0.6399),0.683372476817151
 Nguyen-5_16_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481104f0>>
 Nguyen-5_16_100,x*acos(x + 3),tensor(0.),0
 Nguyen-5_16_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055b8e0>>
 Nguyen-5_16_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568184ca0>>
 Nguyen-5_16_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281236d0>>
 Nguyen-5_16_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528123910>>
 Nguyen-5_16_105,log(2*x**2),tensor(0.1669),-23.91999274824163
 Nguyen-5_16_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0786340>>
 Nguyen-5_16_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0786fa0>>
 Nguyen-5_16_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508081cd0>>
 Nguyen-5_16_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080813d0>>
 Nguyen-5_16_110,x**2*(2 - x),tensor(0.1614),-26.008132427385345
 Nguyen-5_16_111,x*(x - log(x)),tensor(0.),0
 Nguyen-5_16_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528108700>>
 Nguyen-5_16_113,x**4,tensor(0.2267),-10.63144339354447
 Nguyen-5_16_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481ecb80>>
 Nguyen-5_16_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164790>>
 Nguyen-5_16_116,x*(x + 6),tensor(0.1062),-69.80376077237247
 Nguyen-5_16_117,x/9,tensor(0.2670),-6.539014129471617
 Nguyen-5_16_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548135760>>
 Nguyen-5_16_119,-x**2 + x,tensor(0.3488),-2.486296299440045
 Nguyen-5_16_120,cosh(x + 4),tensor(0.0108),-8423.322900091971
 Nguyen-5_16_121,x,tensor(0.2822),-5.4679213474046735
 Nguyen-5_16_122,asinh(x)/x,tensor(0.1627),-25.4944954926889
 Nguyen-5_16_123,5*x + exp(x),tensor(0.0959),-87.93467850905895
 Nguyen-5_16_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52815aa60>>
 Nguyen-5_16_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52815ad30>>
 Nguyen-5_16_126,2*x - sin(log(x)),tensor(0.),0
 Nguyen-5_16_127,-tanh(x),tensor(0.2189),-11.728706490456982
 Nguyen-5_17_0,x*(-2*x**2 + x),tensor(0.1723),-22.08297364010211
 Nguyen-5_17_1,atanh(5*x)/5,tensor(0.),0
 Nguyen-5_17_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281839a0>>
 Nguyen-5_17_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bbfa0>>
 Nguyen-5_17_4,0,tensor(0.),0
 Nguyen-5_17_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481a5fd0>>
 Nguyen-5_17_6,-2*sin(sqrt(x)) + cos(sqrt(x)),tensor(0.),0
 Nguyen-5_17_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50817fca0>>
 Nguyen-5_17_8,5*x**3/3,tensor(0.2736),-6.049194564935451
 Nguyen-5_17_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0681760>>
 Nguyen-5_17_10,x*(4*x - 6),tensor(0.0720),-165.29924027234654
 Nguyen-5_17_11,x**2/2,tensor(0.2341),-9.704960541264484
 Nguyen-5_17_12,-1/(x - 1),tensor(0.0651),-205.27241944388092
 Nguyen-5_17_13,x**2/2 + sin(x),tensor(0.2505),-7.947889991829308
 Nguyen-5_17_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280432b0>>
 Nguyen-5_17_15,x*log(x) - x,tensor(0.),0
 Nguyen-5_17_16,x + sin(x) + 1,tensor(0.1604),-26.41382665324638
 Nguyen-5_17_17,-x**3 + x + 2,tensor(0.1153),-57.83791908054259
 Nguyen-5_17_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b0d00>>
 Nguyen-5_17_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b0550>>
 Nguyen-5_17_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b0430>>
 Nguyen-5_17_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b0190>>
 Nguyen-5_17_22,-exp(x - 1),tensor(0.3080),-4.049716730969154
 Nguyen-5_17_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50803aa90>>
 Nguyen-5_17_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56803d4c0>>
 Nguyen-5_17_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07868e0>>
 Nguyen-5_17_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080b0880>>
 Nguyen-5_17_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080b09a0>>
 Nguyen-5_17_28,4*x + 5,tensor(0.0604),-241.06335312920908
 Nguyen-5_17_29,cos(3)/x,tensor(0.0262),-1382.5330798478078
 Nguyen-5_17_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680bdac0>>
 Nguyen-5_17_31,tan(x + 3),tensor(0.3138),-3.7812265975534407
 Nguyen-5_17_32,sin(x + 2),tensor(0.1705),-22.675606985395067
 Nguyen-5_17_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5a8547fa0>>
 Nguyen-5_17_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680ed9a0>>
 Nguyen-5_17_35,x + sin(x + 3),tensor(0.2478),-8.21747257208667
 Nguyen-5_17_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548134250>>
 Nguyen-5_17_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548134a60>>
 Nguyen-5_17_38,x*(4*x + 2),tensor(0.1273),-45.95692867170475
 Nguyen-5_17_39,x**2*tan(5),tensor(0.2717),-6.182707303836494
 Nguyen-5_17_40,(x**2 + x)**5,tensor(0.0677),-188.88491723161889
 Nguyen-5_17_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681c8d60>>
 Nguyen-5_17_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681a0c70>>
 Nguyen-5_17_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548135a30>>
 Nguyen-5_17_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481a40d0>>
 Nguyen-5_17_45,x + tanh(x**4),tensor(0.2461),-8.38065866116898
 Nguyen-5_17_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b1760>>
 Nguyen-5_17_47,2*x*(x + 4),tensor(0.0803),-130.08853455231403
 Nguyen-5_17_48,-2*x**2 - x,tensor(0.2533),-7.68670643670257
 Nguyen-5_17_49,x*(x + 1),tensor(0.2226),-11.200219299404575
 Nguyen-5_17_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b0b20>>
 Nguyen-5_17_51,x*(x**2 + x + 1),tensor(0.2145),-12.416022852008668
 Nguyen-5_17_52,-4*log(cos(x)),tensor(0.1635),-25.188358680998967
 Nguyen-5_17_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055bbb0>>
 Nguyen-5_17_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481106d0>>
 Nguyen-5_17_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548110190>>
 Nguyen-5_17_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548110b50>>
 Nguyen-5_17_57,3*sin(x),tensor(0.2079),-13.524106955628747
 Nguyen-5_17_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0731520>>
 Nguyen-5_17_59,x + log(4),tensor(0.1423),-35.315764348545564
 Nguyen-5_17_60,6*x**7/7,tensor(0.2700),-6.308410338183596
 Nguyen-5_17_61,4*x + 5,tensor(0.0604),-241.06335312920908
 Nguyen-5_17_62,x**2/6,tensor(0.2524),-7.776212206713193
 Nguyen-5_17_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281eff70>>
 Nguyen-5_17_64,-1/x**3,tensor(3.1973e-06),-97818067860.35017
 Nguyen-5_17_65,x + 1/4,tensor(0.2401),-9.019492038142205
 Nguyen-5_17_66,4*x**2 - x,tensor(0.1165),-56.48122328872598
 Nguyen-5_17_67,-x**4 + x,tensor(0.3177),-3.6136753422171166
 Nguyen-5_17_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508081730>>
 Nguyen-5_17_69,-4*x**3 - 4*x,tensor(0.0813),-126.58563954850783
 Nguyen-5_17_70,2*x*cos(x),tensor(0.2705),-6.275369730634414
 Nguyen-5_17_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055bd90>>
 Nguyen-5_17_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06d16d0>>
 Nguyen-5_17_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568091e80>>
 Nguyen-5_17_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681c8370>>
 Nguyen-5_17_75,-x*sin(1),tensor(0.2192),-11.68972294278758
 Nguyen-5_17_76,x*(4*x + 1),tensor(0.1286),-44.90115057961591
 Nguyen-5_17_77,sin(x) + cos(x),tensor(0.1772),-20.55553124394078
 Nguyen-5_17_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528183490>>
 Nguyen-5_17_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080bed00>>
 Nguyen-5_17_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06dd5e0>>
 Nguyen-5_17_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e2b0>>
 Nguyen-5_17_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56804f190>>
 Nguyen-5_17_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56804f610>>
 Nguyen-5_17_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06dd490>>
 Nguyen-5_17_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06dd310>>
 Nguyen-5_17_86,cos(x + 5),tensor(0.2425),-8.760660265962652
 Nguyen-5_17_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56804fbb0>>
 Nguyen-5_17_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56810fdc0>>
 Nguyen-5_17_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56810f700>>
 Nguyen-5_17_90,(2*x + 2)/x,tensor(0.0133),-5481.920095509633
 Nguyen-5_17_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07861c0>>
 Nguyen-5_17_92,x*(2*x + 3),tensor(0.1557),-28.408192780019434
 Nguyen-5_17_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b3310>>
 Nguyen-5_17_94,x*(x + 4),tensor(0.1470),-32.670715289897544
 Nguyen-5_17_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b0d30>>
 Nguyen-5_17_96,cos(sqrt(x)),tensor(0.),0
 Nguyen-5_17_97,exp(3*x + 1),tensor(0.0251),-1506.7954044266219
 Nguyen-5_17_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588044850>>
 Nguyen-5_17_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481aab80>>
 Nguyen-5_17_100,x - 1/x,tensor(0.0261),-1395.900411857905
 Nguyen-5_17_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548135220>>
 Nguyen-5_17_102,x + acos(x) + 1,tensor(0.0974),-84.95421462602671
 Nguyen-5_17_103,6/x,tensor(0.0045),-49553.950776896505
 Nguyen-5_17_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dffa0>>
 Nguyen-5_17_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281475e0>>
 Nguyen-5_17_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055bb80>>
 Nguyen-5_17_107,sin(x) + cos(x),tensor(0.1772),-20.55553124394078
 Nguyen-5_17_108,85*x**2,tensor(0.0097),-10357.627408267437
 Nguyen-5_17_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508178fa0>>
 Nguyen-5_17_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b04f0>>
 Nguyen-5_17_111,sin(3*x)/6,tensor(0.2696),-6.341926075606909
 Nguyen-5_17_112,4*x**2*exp(x),tensor(0.1023),-76.07026708546731
 Nguyen-5_17_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481db3d0>>
 Nguyen-5_17_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080b06a0>>
 Nguyen-5_17_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080b0a90>>
 Nguyen-5_17_116,6*x**2 + x,tensor(0.0994),-81.12180261993315
 Nguyen-5_17_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ef880>>
 Nguyen-5_17_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ef7c0>>
 Nguyen-5_17_119,x**2 - 4*log(x),tensor(0.),0
 Nguyen-5_17_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ef730>>
 Nguyen-5_17_121,x**3,tensor(0.2779),-5.750974832121213
 Nguyen-5_17_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52807d940>>
 Nguyen-5_17_123,2*x**2 - sin(x),tensor(0.1559),-28.33451294301416
 Nguyen-5_17_124,tan(3)/x**5,tensor(2.2200e-09),-2.0291184853813005e+17
 Nguyen-5_17_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481db0a0>>
 Nguyen-5_17_126,7*x**3/3 + 10,tensor(0.0347),-773.4788585073038
 Nguyen-5_17_127,4*x**4 + 6*x,tensor(0.0990),-81.77604610519967
 Nguyen-5_18_0,2*x*tanh(x),tensor(0.1834),-18.818472298192265
 Nguyen-5_18_1,2*sin(x),tensor(0.2543),-7.59592272904381
 Nguyen-5_18_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03f6bb0>>
 Nguyen-5_18_3,2*x*(x + 4),tensor(0.0803),-130.08853455231403
 Nguyen-5_18_4,x*atanh(x**2),tensor(0.2720),-6.167109228130781
 Nguyen-5_18_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58803da60>>
 Nguyen-5_18_6,6*x**3,tensor(0.1542),-29.084077136237102
 Nguyen-5_18_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cc580>>
 Nguyen-5_18_8,x**2*log(5),tensor(0.1853),-18.325893204617568
 Nguyen-5_18_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280be790>>
 Nguyen-5_18_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0743a60>>
 Nguyen-5_18_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588048730>>
 Nguyen-5_18_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568172640>>
 Nguyen-5_18_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080be880>>
 Nguyen-5_18_14,-x + sin(x),tensor(0.2577),-7.297741684453092
 Nguyen-5_18_15,8*x**2 + 2*x,tensor(0.0811),-127.35135422584094
 Nguyen-5_18_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568118d30>>
 Nguyen-5_18_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508081fd0>>
 Nguyen-5_18_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0535610>>
 Nguyen-5_18_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50805b280>>
 Nguyen-5_18_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548134520>>
 Nguyen-5_18_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a94f0>>
 Nguyen-5_18_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9f40>>
 Nguyen-5_18_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548131340>>
 Nguyen-5_18_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9d90>>
 Nguyen-5_18_25,sin(x) - cos(x),tensor(0.6124),0.599386080688908
 Nguyen-5_18_26,x*cos(x) + sin(x) - 2*sinh(x),tensor(0.2320),-9.955985793143155
 Nguyen-5_18_27,x**2/3,tensor(0.2430),-8.702382583655016
 Nguyen-5_18_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1e9520>>
 Nguyen-5_18_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0779f70>>
 Nguyen-5_18_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0779280>>
 Nguyen-5_18_31,-2*sin(2*x),tensor(0.1464),-33.02162255619255
 Nguyen-5_18_32,2*cos(x),tensor(0.1257),-47.35076040662022
 Nguyen-5_18_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164280>>
 Nguyen-5_18_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52803b910>>
 Nguyen-5_18_35,x + exp(x) + 2,tensor(0.0860),-111.97662572229939
 Nguyen-5_18_36,2*x**(3/2),tensor(0.),0
 Nguyen-5_18_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528123790>>
 Nguyen-5_18_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0582610>>
 Nguyen-5_18_39,x*(x**2 - 2),tensor(0.1914),-16.858314043407134
 Nguyen-5_18_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e053eee0>>
 Nguyen-5_18_41,asinh(x) + 3,tensor(0.0899),-101.40424550271065
 Nguyen-5_18_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080ad7c0>>
 Nguyen-5_18_43,6*x**2,tensor(0.0970),-85.6546858969266
 Nguyen-5_18_44,x/(4 - x),tensor(0.2685),-6.4239417231748295
 Nguyen-5_18_45,x**2*(2*x + 4),tensor(0.1283),-45.130506456794016
 Nguyen-5_18_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52815a0d0>>
 Nguyen-5_18_47,4*x - cos(x),tensor(0.1663),-24.116584786489685
 Nguyen-5_18_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680c5640>>
 Nguyen-5_18_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e065b820>>
 Nguyen-5_18_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05abfd0>>
