Polynomial with Complex Roots_0_0,x**3 + 2*x**2 + x,tensor(0.2444),-8.554996892948866
Polynomial with Complex Roots_7_115,x*sin(x + 5),tensor(0.2164),-12.10946420843958
Polynomial with Complex Roots_7_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1cad90>>
Polynomial with Complex Roots_7_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c575a00>>
Polynomial with Complex Roots_7_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c395490>>
Polynomial with Complex Roots_7_119,sinh(x + 1),tensor(0.2725),-6.1240912706316335
Polynomial with Complex Roots_7_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03d5e0>>
Polynomial with Complex Roots_7_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e6130>>
Polynomial with Complex Roots_7_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c039880>>
Polynomial with Complex Roots_7_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c039610>>
Polynomial with Complex Roots_7_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c039970>>
Polynomial with Complex Roots_7_125,x*(x + cos(x)),tensor(0.2301),-10.194274099249254
Polynomial with Complex Roots_7_126,x + sin(x) + 4,tensor(0.4710),-0.26189964916343667
Polynomial with Complex Roots_7_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c09cf40>>
Polynomial with Complex Roots_8_0,2*asin(x),tensor(0.2212),-11.390274347169338
Polynomial with Complex Roots_8_1,x/(x + 2),tensor(0.2156),-12.230212693605553
Polynomial with Complex Roots_8_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1d1c70>>
Polynomial with Complex Roots_8_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1d90d0>>
Polynomial with Complex Roots_8_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1d9760>>
Polynomial with Complex Roots_8_5,x**2 + 4*x,tensor(0.2297),-10.250172030142895
Polynomial with Complex Roots_8_6,x*acos(x),tensor(0.2082),-13.467652594813678
Polynomial with Complex Roots_8_7,x**2/2,tensor(0.2220),-11.277628912136537
Polynomial with Complex Roots_8_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc051640>>
Polynomial with Complex Roots_8_9,x + acos(x)**2,tensor(0.2846),-5.319723391982777
Polynomial with Complex Roots_8_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0dfcd0>>
Polynomial with Complex Roots_8_11,x*(x**2 + x)**3,tensor(0.2414),-8.871907993931245
Polynomial with Complex Roots_8_12,3*exp(x + 1),tensor(0.2320),-9.958196461527361
Polynomial with Complex Roots_8_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c148100>>
Polynomial with Complex Roots_8_14,3*x,tensor(0.2207),-11.469658972901083
Polynomial with Complex Roots_8_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c267250>>
Polynomial with Complex Roots_8_16,log(x)**2,tensor(0.),0
Polynomial with Complex Roots_8_17,x/6,tensor(0.2174),-11.9574003651729
Polynomial with Complex Roots_8_18,x*sin(x + 5),tensor(0.2164),-12.10946420843958
Polynomial with Complex Roots_8_19,3*x**3 + sin(x),tensor(0.2208),-11.452621062560233
Polynomial with Complex Roots_8_20,x**2*(x + tan(x)),tensor(0.2204),-11.504622661582188
Polynomial with Complex Roots_8_21,x*(x + E),tensor(0.2325),-9.892169055539014
Polynomial with Complex Roots_8_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aad90>>
Polynomial with Complex Roots_8_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c087fd0>>
Polynomial with Complex Roots_8_24,x + asinh(sqrt(x)),tensor(0.),0
Polynomial with Complex Roots_8_25,2*x*acos(x),tensor(0.1962),-15.794288850273016
Polynomial with Complex Roots_8_26,x*sin(5) + x,tensor(0.2170),-12.027229010921628
Polynomial with Complex Roots_8_27,-sqrt(2)*sqrt(x),tensor(0.),0
Polynomial with Complex Roots_8_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1bd4f0>>
Polynomial with Complex Roots_8_29,3*x - cos(x),tensor(0.1985),-15.301968951284387
Polynomial with Complex Roots_8_30,x*(x**2 + x),tensor(0.2298),-10.227176120274823
Polynomial with Complex Roots_8_31,x*(2*x - 1),tensor(0.2323),-9.9238847461309
Polynomial with Complex Roots_8_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aa820>>
Polynomial with Complex Roots_8_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aaeb0>>
Polynomial with Complex Roots_8_34,2 - x**2,tensor(0.2721),-6.156606432151966
Polynomial with Complex Roots_8_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156730>>
Polynomial with Complex Roots_8_36,-x**3/3 + x,tensor(0.2193),-11.673595490664754
Polynomial with Complex Roots_8_37,3*x*asinh(x),tensor(0.2473),-8.25968382460181
Polynomial with Complex Roots_8_38,sqrt(x) + 5/2,tensor(0.),0
Polynomial with Complex Roots_8_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2674f0>>
Polynomial with Complex Roots_8_40,sqrt(x)/8,tensor(0.),0
Polynomial with Complex Roots_8_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06a130>>
Polynomial with Complex Roots_8_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c19b1c0>>
Polynomial with Complex Roots_8_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137bb0>>
Polynomial with Complex Roots_8_44,4*x**2,tensor(0.2617),-6.960929503838413
Polynomial with Complex Roots_8_45,5*x*(x + 1),tensor(0.2718),-6.1763531960147
Polynomial with Complex Roots_8_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f7b80>>
Polynomial with Complex Roots_8_47,x*(x + 5),tensor(0.2253),-10.825490666293057
Polynomial with Complex Roots_8_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c109340>>
Polynomial with Complex Roots_8_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1096a0>>
Polynomial with Complex Roots_8_50,x + 25,tensor(0.0772),-141.71697704024876
Polynomial with Complex Roots_8_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7c10>>
Polynomial with Complex Roots_8_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7580>>
Polynomial with Complex Roots_8_53,exp(x + 1),tensor(0.3934),-1.378378486626171
Polynomial with Complex Roots_8_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f0df0>>
Polynomial with Complex Roots_8_55,x + tan(1)/x,tensor(0.0380),-639.6448923859771
Polynomial with Complex Roots_8_56,5*x*sin(x) + x,tensor(0.2748),-5.961472154612577
Polynomial with Complex Roots_8_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b5eb0>>
Polynomial with Complex Roots_8_58,x*(x**2 + x)**3,tensor(0.2414),-8.871907993931245
Polynomial with Complex Roots_8_59,x*exp(2*x),tensor(0.2563),-7.422593980637178
Polynomial with Complex Roots_8_60,x*cos(1) + x,tensor(0.2208),-11.460819642084727
Polynomial with Complex Roots_8_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c18ac10>>
Polynomial with Complex Roots_8_62,x**2 + x*cos(1),tensor(0.2296),-10.261350299032648
Polynomial with Complex Roots_8_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c267c70>>
Polynomial with Complex Roots_8_64,1 - x,tensor(0.2414),-8.878681389368174
Polynomial with Complex Roots_8_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c589100>>
Polynomial with Complex Roots_8_66,log(x + 1),tensor(0.2107),-13.02676446677584
Polynomial with Complex Roots_8_67,x + 2*log(x),tensor(0.),0
Polynomial with Complex Roots_8_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10a970>>
Polynomial with Complex Roots_8_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b5490>>
Polynomial with Complex Roots_8_70,0,tensor(0.),0
Polynomial with Complex Roots_8_71,x*sinh(1),tensor(0.2202),-11.54503850703618
Polynomial with Complex Roots_8_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c171d90>>
Polynomial with Complex Roots_8_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1b0520>>
Polynomial with Complex Roots_8_74,x*(x + 8),tensor(0.2046),-14.108187874300526
Polynomial with Complex Roots_8_75,x + exp(x),tensor(0.2639),-6.778491331039511
Polynomial with Complex Roots_8_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0877c0>>
Polynomial with Complex Roots_8_77,2*x**(5/2)/5,tensor(0.),0
Polynomial with Complex Roots_8_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9850>>
Polynomial with Complex Roots_8_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1c60a0>>
Polynomial with Complex Roots_8_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0f8310>>
Polynomial with Complex Roots_8_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06a940>>
Polynomial with Complex Roots_8_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06ad60>>
Polynomial with Complex Roots_8_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc051f70>>
Polynomial with Complex Roots_8_84,x**2 - exp(x),tensor(0.1923),-16.64728934028872
Polynomial with Complex Roots_8_85,x*sin(2*x),tensor(0.2306),-10.134629566408362
Polynomial with Complex Roots_8_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19e220>>
Polynomial with Complex Roots_8_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1d9e20>>
Polynomial with Complex Roots_8_88,exp(x) + 2*sin(x),tensor(0.2634),-6.82144416314504
Polynomial with Complex Roots_8_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137dc0>>
Polynomial with Complex Roots_8_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e6f70>>
Polynomial with Complex Roots_8_91,x*(x + sinh(x)),tensor(0.2397),-9.061604228316117
Polynomial with Complex Roots_8_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df4c0>>
Polynomial with Complex Roots_8_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156130>>
Polynomial with Complex Roots_8_94,x**2*(x + cosh(x)),tensor(0.2335),-9.771303592245587
Polynomial with Complex Roots_8_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5e80>>
Polynomial with Complex Roots_8_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c296ca0>>
Polynomial with Complex Roots_8_97,-x**4 + x,tensor(0.2131),-12.635391138213986
Polynomial with Complex Roots_8_98,x*(x**2 + 2*x),tensor(0.2414),-8.87013737578264
Polynomial with Complex Roots_8_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c296f10>>
Polynomial with Complex Roots_8_100,exp(2*x)/2,tensor(0.2529),-7.730797996151809
Polynomial with Complex Roots_8_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aa400>>
Polynomial with Complex Roots_8_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e65e0>>
Polynomial with Complex Roots_8_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e65b0>>
Polynomial with Complex Roots_8_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df8b0>>
Polynomial with Complex Roots_8_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df850>>
Polynomial with Complex Roots_8_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0dfee0>>
Polynomial with Complex Roots_8_107,x*(x + sin(x)) + x,tensor(0.2417),-8.846189331478756
Polynomial with Complex Roots_8_108,5*x**2 + x,tensor(0.2805),-5.580405325182641
Polynomial with Complex Roots_8_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0f8c40>>
Polynomial with Complex Roots_8_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2e0730>>
Polynomial with Complex Roots_8_111,x*atanh(3),tensor(0.),0
Polynomial with Complex Roots_8_112,3*x**2,tensor(0.2500),-7.998453441995739
Polynomial with Complex Roots_8_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137b20>>
Polynomial with Complex Roots_8_114,2*x + tanh(x),tensor(0.2209),-11.44541750483415
Polynomial with Complex Roots_8_115,4*sinh(x),tensor(0.2171),-12.001462855572214
Polynomial with Complex Roots_8_116,2*tan(2*x),tensor(0.0027),-138317.87809450773
Polynomial with Complex Roots_8_117,x/2,tensor(0.2185),-11.791911990214167
Polynomial with Complex Roots_8_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c099430>>
Polynomial with Complex Roots_8_119,x*sinh(2),tensor(0.2195),-11.64313727560988
Polynomial with Complex Roots_8_120,x*(acos(x) + 4),tensor(0.2006),-14.886169419185805
Polynomial with Complex Roots_8_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c08d9d0>>
Polynomial with Complex Roots_8_122,2*exp(x),tensor(0.3272),-3.228854498398422
Polynomial with Complex Roots_8_123,-2*x**2 - x,tensor(0.1941),-16.23000415439926
Polynomial with Complex Roots_8_124,x*(x + 4)*exp(x),tensor(0.2680),-6.462843423472577
Polynomial with Complex Roots_8_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c5d30>>
Polynomial with Complex Roots_8_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c5a30>>
Polynomial with Complex Roots_8_127,sinh(x)/2,tensor(0.2187),-11.76748082055923
Polynomial with Complex Roots_9_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f5100>>
Polynomial with Complex Roots_9_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c074a30>>
Polynomial with Complex Roots_9_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e6880>>
Polynomial with Complex Roots_9_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c112b20>>
Polynomial with Complex Roots_9_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0679a0>>
Polynomial with Complex Roots_9_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6820>>
Polynomial with Complex Roots_9_6,x*sin(x + 5),tensor(0.2164),-12.10946420843958
Polynomial with Complex Roots_9_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0a59d0>>
Polynomial with Complex Roots_9_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c044a30>>
Polynomial with Complex Roots_9_9,x**2 + 1,tensor(0.2624),-6.903161171973299
Polynomial with Complex Roots_9_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1b06a0>>
Polynomial with Complex Roots_9_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1b0970>>
Polynomial with Complex Roots_9_12,8*x + 1,tensor(0.2193),-11.6717357226783
Polynomial with Complex Roots_9_13,x + tanh(2),tensor(0.2520),-7.8108016977270065
Polynomial with Complex Roots_9_14,5*cos(x),tensor(0.3991),-1.2660428470889125
Polynomial with Complex Roots_9_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c5a90>>
Polynomial with Complex Roots_9_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c55b0>>
Polynomial with Complex Roots_9_17,x*sinh(x) - x,tensor(0.2232),-11.116211793987494
Polynomial with Complex Roots_9_18,x**2 + 10*x,tensor(0.1883),-17.593937095936326
Polynomial with Complex Roots_9_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9b50>>
Polynomial with Complex Roots_9_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c589a00>>
