Square Root with Quadratic Term_0_0,x + tan(x),tensor(0.0754),-149.42550353068413
Square Root with Quadratic Term_17_112,-x**7/76,tensor(0.0842),-117.39371342017657
Square Root with Quadratic Term_17_113,2*x + sin(x) + 2,tensor(0.1180),-54.837450604077446
Square Root with Quadratic Term_17_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc547a60>>
Square Root with Quadratic Term_17_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e00f20d0>>
Square Root with Quadratic Term_17_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142eb0>>
Square Root with Quadratic Term_17_117,x + 3/x,tensor(0.0032),-98506.26448825684
Square Root with Quadratic Term_17_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990043250>>
Square Root with Quadratic Term_17_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a18b0>>
Square Root with Quadratic Term_17_120,5*tanh(x),tensor(0.0629),-220.79106919849022
Square Root with Quadratic Term_17_121,x*sin(x - 1),tensor(0.0881),-106.08044552166861
Square Root with Quadratic Term_17_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0068670>>
Square Root with Quadratic Term_17_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199940>>
Square Root with Quadratic Term_17_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc061fa0>>
Square Root with Quadratic Term_17_125,x + cos(log(x)),tensor(0.),0
Square Root with Quadratic Term_17_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5460>>
Square Root with Quadratic Term_17_127,5*x**2/2,tensor(0.1060),-70.07110881977985
Square Root with Quadratic Term_18_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f6790>>
Square Root with Quadratic Term_18_1,5*x*atan(x),tensor(0.1152),-57.96323570633766
Square Root with Quadratic Term_18_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc489160>>
Square Root with Quadratic Term_18_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928133af0>>
Square Root with Quadratic Term_18_4,x**2*(2*x + 4),tensor(0.1057),-70.52676960842278
Square Root with Quadratic Term_18_5,-x**5*tan(2),tensor(0.0816),-125.65300374755527
Square Root with Quadratic Term_18_6,-x*exp(x) + x,tensor(0.0749),-151.41856811188862
Square Root with Quadratic Term_18_7,x**2/2,tensor(0.0887),-104.64962638064134
Square Root with Quadratic Term_18_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e016ce20>>
Square Root with Quadratic Term_18_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e016c6a0>>
Square Root with Quadratic Term_18_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e016c070>>
Square Root with Quadratic Term_18_11,sin(x + 2),tensor(0.1132),-60.345832734847804
Square Root with Quadratic Term_18_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7e4c0>>
Square Root with Quadratic Term_18_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7e2e0>>
Square Root with Quadratic Term_18_14,3*x + sin(x),tensor(0.0649),-206.2580857604684
Square Root with Quadratic Term_18_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699812fd30>>
Square Root with Quadratic Term_18_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699812f610>>
Square Root with Quadratic Term_18_17,x*(4*x - 4),tensor(0.0756),-148.49033634841376
Square Root with Quadratic Term_18_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928073280>>
Square Root with Quadratic Term_18_19,2/x,tensor(0.0048),-43765.94651009762
Square Root with Quadratic Term_18_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981500d0>>
Square Root with Quadratic Term_18_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998150520>>
Square Root with Quadratic Term_18_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998150a30>>
Square Root with Quadratic Term_18_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7e820>>
Square Root with Quadratic Term_18_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7e430>>
Square Root with Quadratic Term_18_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7e550>>
Square Root with Quadratic Term_18_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7e0d0>>
Square Root with Quadratic Term_18_27,cosh(x + 5),tensor(0.0026),-148619.81617600904
Square Root with Quadratic Term_18_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7ea30>>
Square Root with Quadratic Term_18_29,x**2*tan(2),tensor(0.0671),-192.38534305534176
Square Root with Quadratic Term_18_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2558cd0>>
Square Root with Quadratic Term_18_31,3*x**3/5,tensor(0.0837),-118.80927319771354
Square Root with Quadratic Term_18_32,x*(-x**3 + x),tensor(0.0880),-106.4728321085761
Square Root with Quadratic Term_18_33,-1/cos(x),tensor(0.0597),-247.145311916998
Square Root with Quadratic Term_18_34,2*sinh(x),tensor(0.0759),-147.37554015462516
Square Root with Quadratic Term_18_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e016ccd0>>
Square Root with Quadratic Term_18_36,log(x + 1) - atan(x),tensor(0.0755),-148.97312789433866
Square Root with Quadratic Term_18_37,x,tensor(0.0820),-124.3759631863054
Square Root with Quadratic Term_18_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2ca9310>>
Square Root with Quadratic Term_18_39,x**2*acos(4)/3,tensor(0.),0
Square Root with Quadratic Term_18_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901afac0>>
Square Root with Quadratic Term_18_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c8fcd0>>
Square Root with Quadratic Term_18_42,cosh(5*x)/5,tensor(0.0612),-234.36646971687816
Square Root with Quadratic Term_18_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990171ca0>>
Square Root with Quadratic Term_18_44,2*x + 3*atanh(4*x),tensor(0.),0
Square Root with Quadratic Term_18_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998168dc0>>
Square Root with Quadratic Term_18_46,x**2*(x + 1),tensor(0.0919),-96.56416123345471
Square Root with Quadratic Term_18_47,x,tensor(0.0820),-124.3759631863054
Square Root with Quadratic Term_18_48,x**2*(x + 4),tensor(0.1106),-63.620967500986794
Square Root with Quadratic Term_18_49,3*x*asinh(x),tensor(0.1084),-66.6199819131862
Square Root with Quadratic Term_18_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016ac70>>
Square Root with Quadratic Term_18_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016a790>>
Square Root with Quadratic Term_18_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c36a0>>
Square Root with Quadratic Term_18_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81b0b80>>
Square Root with Quadratic Term_18_54,x*(sin(x) + 1),tensor(0.0897),-102.0124452724484
Square Root with Quadratic Term_18_55,3*exp(2*x),tensor(0.0383),-630.7283172681831
Square Root with Quadratic Term_18_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc532100>>
Square Root with Quadratic Term_18_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0068be0>>
Square Root with Quadratic Term_18_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695816c850>>
Square Root with Quadratic Term_18_59,(5 - x)/x,tensor(0.0019),-273323.81627757265
Square Root with Quadratic Term_18_60,x - tan(2*x),tensor(0.0008),-1452115.2453905654
Square Root with Quadratic Term_18_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010feb0>>
Square Root with Quadratic Term_18_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998058070>>
Square Root with Quadratic Term_18_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c31f0>>
Square Root with Quadratic Term_18_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c39a0>>
Square Root with Quadratic Term_18_65,2*x**2 + tan(x),tensor(0.0967),-86.29261057601072
Square Root with Quadratic Term_18_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2ca98b0>>
Square Root with Quadratic Term_18_67,5*exp(-x),tensor(0.0501),-358.61256189887774
Square Root with Quadratic Term_18_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581024f0>>
Square Root with Quadratic Term_18_69,2*x + log(tan(x) + 1),tensor(0.),0
Square Root with Quadratic Term_18_70,exp(-x)/2,tensor(0.1037),-73.71295542241718
Square Root with Quadratic Term_18_71,x**2 + 5*x,tensor(0.0611),-235.26454330224203
Square Root with Quadratic Term_18_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980f5af0>>
Square Root with Quadratic Term_18_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c8f190>>
Square Root with Quadratic Term_18_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016a400>>
Square Root with Quadratic Term_18_75,x*tan(3),tensor(0.0842),-117.2908897132364
Square Root with Quadratic Term_18_76,x + x/(x + 2),tensor(0.0771),-142.12640727461553
Square Root with Quadratic Term_18_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982edaf0>>
Square Root with Quadratic Term_18_78,cosh(4*x),tensor(0.0295),-1081.3225611388764
Square Root with Quadratic Term_18_79,2*x*cos(x) + 4*sin(x),tensor(0.0578),-264.2473147495078
Square Root with Quadratic Term_18_80,x/(x + 1),tensor(0.0270),-1299.436952131977
Square Root with Quadratic Term_18_81,x*(x**4 + x) + x,tensor(0.0879),-106.6625066615215
Square Root with Quadratic Term_18_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e016c760>>
Square Root with Quadratic Term_18_83,9*x**2,tensor(0.0779),-139.1417119229536
Square Root with Quadratic Term_18_84,log(x**(-3)),tensor(0.),0
Square Root with Quadratic Term_18_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928073c10>>
Square Root with Quadratic Term_18_86,3*x*exp(x),tensor(0.0748),-152.1730885727237
Square Root with Quadratic Term_18_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982536d0>>
Square Root with Quadratic Term_18_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7eb80>>
Square Root with Quadratic Term_18_89,x**2*(x + 2),tensor(0.1006),-79.01474244145052
Square Root with Quadratic Term_18_90,x/(x + 1),tensor(0.0270),-1299.436952131977
Square Root with Quadratic Term_18_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69983535b0>>
Square Root with Quadratic Term_18_92,5*log(x),tensor(0.),0
Square Root with Quadratic Term_18_93,3*x - 3*log(cos(x)),tensor(0.0795),-133.14525940212067
Square Root with Quadratic Term_18_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699820f160>>
Square Root with Quadratic Term_18_95,x**2*sin(x),tensor(0.0833),-120.04574306537687
Square Root with Quadratic Term_18_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980c4520>>
Square Root with Quadratic Term_18_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f67c0>>
Square Root with Quadratic Term_18_98,3*x**6 + 6*x,tensor(0.0548),-296.81564292944347
Square Root with Quadratic Term_18_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980f5310>>
Square Root with Quadratic Term_18_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80e68b0>>
Square Root with Quadratic Term_18_101,2*x + 3,tensor(0.1713),-22.404131683536942
Square Root with Quadratic Term_18_102,sin(x + 1),tensor(0.1092),-65.494554846859
Square Root with Quadratic Term_18_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5d30>>
Square Root with Quadratic Term_18_104,(2*x + 2)**2,tensor(0.0439),-472.450028032356
Square Root with Quadratic Term_18_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63a3d0>>
Square Root with Quadratic Term_18_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016ab50>>
Square Root with Quadratic Term_18_107,25*x**2,tensor(0.0252),-1491.4654166357516
Square Root with Quadratic Term_18_108,log(cos(x)) - sin(x),tensor(0.0786),-136.55868119982566
Square Root with Quadratic Term_18_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930114040>>
Square Root with Quadratic Term_18_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930114a60>>
Square Root with Quadratic Term_18_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930114100>>
Square Root with Quadratic Term_18_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930114ee0>>
Square Root with Quadratic Term_18_113,4*x**2*exp(x),tensor(0.0829),-121.45349628946943
Square Root with Quadratic Term_18_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301140d0>>
Square Root with Quadratic Term_18_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1d30>>
Square Root with Quadratic Term_18_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1520>>
Square Root with Quadratic Term_18_117,x*(x + cos(x)),tensor(0.0917),-97.21898411001636
Square Root with Quadratic Term_18_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c3fa0>>
Square Root with Quadratic Term_18_119,81*x**2,tensor(0.0071),-19466.400479592543
Square Root with Quadratic Term_18_120,4*cosh(x),tensor(0.1025),-75.64340851280443
Square Root with Quadratic Term_18_121,x + 3/x,tensor(0.0032),-98506.26448825684
Square Root with Quadratic Term_18_122,x + (x + 2)**2,tensor(0.0700),-175.2861052113084
Square Root with Quadratic Term_18_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998351d90>>
Square Root with Quadratic Term_18_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63ab20>>
Square Root with Quadratic Term_18_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63ae50>>
